source,target,complex_name
SMARCC1,SMARCD1,NUMAC complex (nucleosomal methylation activator complex)
SMARCD1,SMARCE1,NUMAC complex (nucleosomal methylation activator complex)
SCYL1,SMARCA4,NUMAC complex (nucleosomal methylation activator complex)
SCYL1,SMARCB1,NUMAC complex (nucleosomal methylation activator complex)
SCYL1,SMARCC2,NUMAC complex (nucleosomal methylation activator complex)
SCYL1,SMARCC1,NUMAC complex (nucleosomal methylation activator complex)
SCYL1,SMARCE1,NUMAC complex (nucleosomal methylation activator complex)
SCYL1,SMARCD1,NUMAC complex (nucleosomal methylation activator complex)
NUP98,SEC13,Nup 107-160 subcomplex
NUP98,SEH1L,Nup 107-160 subcomplex
SEC13,SEH1L,Nup 107-160 subcomplex
NUP107,NUP98,Nup 107-160 subcomplex
NUP107,SEC13,Nup 107-160 subcomplex
NUP107,NUP160,Nup 107-160 subcomplex
NUP107,NUP43,Nup 107-160 subcomplex
NUP107,NUP37,Nup 107-160 subcomplex
NUP107,NUP133,Nup 107-160 subcomplex
NUP107,SEH1L,Nup 107-160 subcomplex
NUP107,NUP85,Nup 107-160 subcomplex
NUP160,NUP98,Nup 107-160 subcomplex
NUP160,SEC13,Nup 107-160 subcomplex
NUP160,NUP43,Nup 107-160 subcomplex
NUP160,NUP37,Nup 107-160 subcomplex
NUP160,SEH1L,Nup 107-160 subcomplex
NUP160,NUP85,Nup 107-160 subcomplex
NUP43,NUP98,Nup 107-160 subcomplex
NUP43,SEC13,Nup 107-160 subcomplex
NUP43,SEH1L,Nup 107-160 subcomplex
NUP43,NUP85,Nup 107-160 subcomplex
NUP37,NUP98,Nup 107-160 subcomplex
NUP37,SEC13,Nup 107-160 subcomplex
NUP37,NUP43,Nup 107-160 subcomplex
NUP37,SEH1L,Nup 107-160 subcomplex
NUP37,NUP85,Nup 107-160 subcomplex
NUP133,NUP98,Nup 107-160 subcomplex
NUP133,SEC13,Nup 107-160 subcomplex
NUP133,NUP160,Nup 107-160 subcomplex
NUP133,NUP43,Nup 107-160 subcomplex
NUP133,NUP37,Nup 107-160 subcomplex
NUP133,SEH1L,Nup 107-160 subcomplex
NUP133,NUP85,Nup 107-160 subcomplex
NUP85,NUP98,Nup 107-160 subcomplex
NUP85,SEC13,Nup 107-160 subcomplex
NUP85,SEH1L,Nup 107-160 subcomplex
EXOC5,EXOC8,Exocyst Sec6/8 complex
EXOC5,EXOC6,Exocyst Sec6/8 complex
EXOC5,EXOC7,Exocyst Sec6/8 complex
EXOC3,EXOC5,Exocyst Sec6/8 complex
EXOC3,EXOC8,Exocyst Sec6/8 complex
EXOC3,EXOC6,Exocyst Sec6/8 complex
EXOC3,EXOC4,Exocyst Sec6/8 complex
EXOC3,EXOC7,Exocyst Sec6/8 complex
EXOC6,EXOC8,Exocyst Sec6/8 complex
EXOC6,EXOC7,Exocyst Sec6/8 complex
EXOC4,EXOC5,Exocyst Sec6/8 complex
EXOC4,EXOC8,Exocyst Sec6/8 complex
EXOC4,EXOC6,Exocyst Sec6/8 complex
EXOC4,EXOC7,Exocyst Sec6/8 complex
EXOC2,EXOC5,Exocyst Sec6/8 complex
EXOC2,EXOC3,Exocyst Sec6/8 complex
EXOC2,EXOC8,Exocyst Sec6/8 complex
EXOC2,EXOC6,Exocyst Sec6/8 complex
EXOC2,EXOC4,Exocyst Sec6/8 complex
EXOC2,EXOC7,Exocyst Sec6/8 complex
EXOC1,EXOC5,Exocyst Sec6/8 complex
EXOC1,EXOC3,Exocyst Sec6/8 complex
EXOC1,EXOC8,Exocyst Sec6/8 complex
EXOC1,EXOC6,Exocyst Sec6/8 complex
EXOC1,EXOC4,Exocyst Sec6/8 complex
EXOC1,EXOC2,Exocyst Sec6/8 complex
EXOC1,EXOC7,Exocyst Sec6/8 complex
EXOC7,EXOC8,Exocyst Sec6/8 complex
FANCA,FANCG,"FA complex (Fanconi anemia complex), cytoplasmic"
FANCA,FANCC,"FA complex (Fanconi anemia complex), cytoplasmic"
FANCA,FANCF,"FA complex (Fanconi anemia complex), cytoplasmic"
FANCC,FANCG,"FA complex (Fanconi anemia complex), cytoplasmic"
FANCC,FANCF,"FA complex (Fanconi anemia complex), cytoplasmic"
FANCF,FANCG,"FA complex (Fanconi anemia complex), cytoplasmic"
CD28,NCL,CD28-transactivation complex
CDC16,CDC27,Anaphase-promoting complex
CDC16,CDC23,Anaphase-promoting complex
ANAPC1,CDC27,Anaphase-promoting complex
ANAPC1,CDC16,Anaphase-promoting complex
ANAPC1,CDC23,Anaphase-promoting complex
ANAPC1,ANAPC7,Anaphase-promoting complex
ANAPC1,ANAPC5,Anaphase-promoting complex
ANAPC1,ANAPC4,Anaphase-promoting complex
ANAPC1,ANAPC2,Anaphase-promoting complex
CDC23,CDC27,Anaphase-promoting complex
ANAPC7,CDC27,Anaphase-promoting complex
ANAPC7,CDC16,Anaphase-promoting complex
ANAPC7,CDC23,Anaphase-promoting complex
ANAPC5,CDC27,Anaphase-promoting complex
ANAPC5,CDC16,Anaphase-promoting complex
ANAPC5,CDC23,Anaphase-promoting complex
ANAPC5,ANAPC7,Anaphase-promoting complex
ANAPC4,CDC27,Anaphase-promoting complex
ANAPC4,CDC16,Anaphase-promoting complex
ANAPC4,CDC23,Anaphase-promoting complex
ANAPC4,ANAPC7,Anaphase-promoting complex
ANAPC4,ANAPC5,Anaphase-promoting complex
ANAPC2,CDC27,Anaphase-promoting complex
ANAPC2,CDC16,Anaphase-promoting complex
ANAPC2,CDC23,Anaphase-promoting complex
ANAPC2,ANAPC7,Anaphase-promoting complex
ANAPC2,ANAPC5,Anaphase-promoting complex
ANAPC2,ANAPC4,Anaphase-promoting complex
BAZ1A,SMARCA5,SNF2H-BAZ1A complex
XRCC5,XRCC6,Ku antigen-NARG1 complex
NAA15,XRCC6,Ku antigen-NARG1 complex
NAA15,XRCC5,Ku antigen-NARG1 complex
ANAPC1,ANAPC10,Anaphase-promoting complex
ANAPC10,CDC27,Anaphase-promoting complex
ANAPC10,CDC16,Anaphase-promoting complex
ANAPC10,CDC23,Anaphase-promoting complex
ANAPC10,ANAPC7,Anaphase-promoting complex
ANAPC10,ANAPC5,Anaphase-promoting complex
ANAPC10,ANAPC4,Anaphase-promoting complex
ANAPC10,ANAPC2,Anaphase-promoting complex
MDM2,TP53,p300-MDM2-p53 protein complex
EP300,TP53,p300-MDM2-p53 protein complex
EP300,MDM2,p300-MDM2-p53 protein complex
RBBP4,SMARCA1,hNURF complex
RBBP4,RBBP7,hNURF complex
BPTF,SMARCA1,hNURF complex
BPTF,RBBP4,hNURF complex
BPTF,RBBP7,hNURF complex
RBBP7,SMARCA1,hNURF complex
POLR2D,POLR2E,RNA polymerase II holoenzyme complex
POLR2D,TBP,RNA polymerase II holoenzyme complex
POLR2D,POLR2I,RNA polymerase II holoenzyme complex
POLR2D,POLR2H,RNA polymerase II holoenzyme complex
POLR2D,POLR2J,RNA polymerase II holoenzyme complex
POLR2D,POLR2K,RNA polymerase II holoenzyme complex
POLR2D,POLR2F,RNA polymerase II holoenzyme complex
POLR2D,POLR2G,RNA polymerase II holoenzyme complex
POLR2D,POLR2L,RNA polymerase II holoenzyme complex
GTF2F2,POLR2D,RNA polymerase II holoenzyme complex
GTF2F2,POLR2C,RNA polymerase II holoenzyme complex
GTF2F2,POLR2E,RNA polymerase II holoenzyme complex
GTF2F2,TBP,RNA polymerase II holoenzyme complex
GTF2F2,POLR2A,RNA polymerase II holoenzyme complex
GTF2F2,POLR2B,RNA polymerase II holoenzyme complex
GTF2F2,GTF2H1,RNA polymerase II holoenzyme complex
GTF2F2,POLR2I,RNA polymerase II holoenzyme complex
GTF2F2,POLR2H,RNA polymerase II holoenzyme complex
GTF2F2,POLR2J,RNA polymerase II holoenzyme complex
GTF2F2,POLR2K,RNA polymerase II holoenzyme complex
GTF2F2,POLR2F,RNA polymerase II holoenzyme complex
GTF2F2,POLR2G,RNA polymerase II holoenzyme complex
GTF2F2,POLR2L,RNA polymerase II holoenzyme complex
GTF2F2,GTF2H2,RNA polymerase II holoenzyme complex
GTF2F2,GTF2H3,RNA polymerase II holoenzyme complex
GTF2F2,GTF2H4,RNA polymerase II holoenzyme complex
ERCC2,POLR2D,RNA polymerase II holoenzyme complex
ERCC2,GTF2F2,RNA polymerase II holoenzyme complex
ERCC2,POLR2C,RNA polymerase II holoenzyme complex
ERCC2,POLR2E,RNA polymerase II holoenzyme complex
ERCC2,ERCC3,RNA polymerase II holoenzyme complex
ERCC2,TBP,RNA polymerase II holoenzyme complex
ERCC2,POLR2A,RNA polymerase II holoenzyme complex
ERCC2,GTF2E1,RNA polymerase II holoenzyme complex
ERCC2,GTF2E2,RNA polymerase II holoenzyme complex
ERCC2,POLR2B,RNA polymerase II holoenzyme complex
ERCC2,GTF2H1,RNA polymerase II holoenzyme complex
ERCC2,GTF2F1,RNA polymerase II holoenzyme complex
ERCC2,POLR2I,RNA polymerase II holoenzyme complex
ERCC2,POLR2H,RNA polymerase II holoenzyme complex
ERCC2,POLR2J,RNA polymerase II holoenzyme complex
ERCC2,POLR2K,RNA polymerase II holoenzyme complex
ERCC2,POLR2F,RNA polymerase II holoenzyme complex
ERCC2,POLR2G,RNA polymerase II holoenzyme complex
ERCC2,POLR2L,RNA polymerase II holoenzyme complex
ERCC2,GTF2B,RNA polymerase II holoenzyme complex
ERCC2,GTF2H2,RNA polymerase II holoenzyme complex
ERCC2,GTF2H3,RNA polymerase II holoenzyme complex
ERCC2,GTF2H4,RNA polymerase II holoenzyme complex
POLR2C,POLR2D,RNA polymerase II holoenzyme complex
POLR2C,POLR2E,RNA polymerase II holoenzyme complex
POLR2C,TBP,RNA polymerase II holoenzyme complex
POLR2C,POLR2I,RNA polymerase II holoenzyme complex
POLR2C,POLR2H,RNA polymerase II holoenzyme complex
POLR2C,POLR2J,RNA polymerase II holoenzyme complex
POLR2C,POLR2K,RNA polymerase II holoenzyme complex
POLR2C,POLR2F,RNA polymerase II holoenzyme complex
POLR2C,POLR2G,RNA polymerase II holoenzyme complex
POLR2C,POLR2L,RNA polymerase II holoenzyme complex
POLR2E,TBP,RNA polymerase II holoenzyme complex
POLR2E,POLR2I,RNA polymerase II holoenzyme complex
POLR2E,POLR2H,RNA polymerase II holoenzyme complex
POLR2E,POLR2J,RNA polymerase II holoenzyme complex
POLR2E,POLR2K,RNA polymerase II holoenzyme complex
POLR2E,POLR2F,RNA polymerase II holoenzyme complex
POLR2E,POLR2G,RNA polymerase II holoenzyme complex
POLR2E,POLR2L,RNA polymerase II holoenzyme complex
ERCC3,POLR2D,RNA polymerase II holoenzyme complex
ERCC3,GTF2F2,RNA polymerase II holoenzyme complex
ERCC3,POLR2C,RNA polymerase II holoenzyme complex
ERCC3,POLR2E,RNA polymerase II holoenzyme complex
ERCC3,TBP,RNA polymerase II holoenzyme complex
ERCC3,POLR2A,RNA polymerase II holoenzyme complex
ERCC3,GTF2E1,RNA polymerase II holoenzyme complex
ERCC3,GTF2E2,RNA polymerase II holoenzyme complex
ERCC3,POLR2B,RNA polymerase II holoenzyme complex
ERCC3,GTF2H1,RNA polymerase II holoenzyme complex
ERCC3,GTF2F1,RNA polymerase II holoenzyme complex
ERCC3,POLR2I,RNA polymerase II holoenzyme complex
ERCC3,POLR2H,RNA polymerase II holoenzyme complex
ERCC3,POLR2J,RNA polymerase II holoenzyme complex
ERCC3,POLR2K,RNA polymerase II holoenzyme complex
ERCC3,POLR2F,RNA polymerase II holoenzyme complex
ERCC3,POLR2G,RNA polymerase II holoenzyme complex
ERCC3,POLR2L,RNA polymerase II holoenzyme complex
ERCC3,GTF2B,RNA polymerase II holoenzyme complex
ERCC3,GTF2H2,RNA polymerase II holoenzyme complex
ERCC3,GTF2H3,RNA polymerase II holoenzyme complex
ERCC3,GTF2H4,RNA polymerase II holoenzyme complex
POLR2A,POLR2D,RNA polymerase II holoenzyme complex
POLR2A,POLR2C,RNA polymerase II holoenzyme complex
POLR2A,POLR2E,RNA polymerase II holoenzyme complex
POLR2A,TBP,RNA polymerase II holoenzyme complex
POLR2A,POLR2B,RNA polymerase II holoenzyme complex
POLR2A,POLR2I,RNA polymerase II holoenzyme complex
POLR2A,POLR2H,RNA polymerase II holoenzyme complex
POLR2A,POLR2J,RNA polymerase II holoenzyme complex
POLR2A,POLR2K,RNA polymerase II holoenzyme complex
POLR2A,POLR2F,RNA polymerase II holoenzyme complex
POLR2A,POLR2G,RNA polymerase II holoenzyme complex
POLR2A,POLR2L,RNA polymerase II holoenzyme complex
GTF2E1,POLR2D,RNA polymerase II holoenzyme complex
GTF2E1,GTF2F2,RNA polymerase II holoenzyme complex
GTF2E1,POLR2C,RNA polymerase II holoenzyme complex
GTF2E1,POLR2E,RNA polymerase II holoenzyme complex
GTF2E1,TBP,RNA polymerase II holoenzyme complex
GTF2E1,POLR2A,RNA polymerase II holoenzyme complex
GTF2E1,GTF2E2,RNA polymerase II holoenzyme complex
GTF2E1,POLR2B,RNA polymerase II holoenzyme complex
GTF2E1,GTF2H1,RNA polymerase II holoenzyme complex
GTF2E1,GTF2F1,RNA polymerase II holoenzyme complex
GTF2E1,POLR2I,RNA polymerase II holoenzyme complex
GTF2E1,POLR2H,RNA polymerase II holoenzyme complex
GTF2E1,POLR2J,RNA polymerase II holoenzyme complex
GTF2E1,POLR2K,RNA polymerase II holoenzyme complex
GTF2E1,POLR2F,RNA polymerase II holoenzyme complex
GTF2E1,POLR2G,RNA polymerase II holoenzyme complex
GTF2E1,POLR2L,RNA polymerase II holoenzyme complex
GTF2E1,GTF2H2,RNA polymerase II holoenzyme complex
GTF2E1,GTF2H3,RNA polymerase II holoenzyme complex
GTF2E1,GTF2H4,RNA polymerase II holoenzyme complex
GTF2E2,POLR2D,RNA polymerase II holoenzyme complex
GTF2E2,GTF2F2,RNA polymerase II holoenzyme complex
GTF2E2,POLR2C,RNA polymerase II holoenzyme complex
GTF2E2,POLR2E,RNA polymerase II holoenzyme complex
GTF2E2,TBP,RNA polymerase II holoenzyme complex
GTF2E2,POLR2A,RNA polymerase II holoenzyme complex
GTF2E2,POLR2B,RNA polymerase II holoenzyme complex
GTF2E2,GTF2H1,RNA polymerase II holoenzyme complex
GTF2E2,GTF2F1,RNA polymerase II holoenzyme complex
GTF2E2,POLR2I,RNA polymerase II holoenzyme complex
GTF2E2,POLR2H,RNA polymerase II holoenzyme complex
GTF2E2,POLR2J,RNA polymerase II holoenzyme complex
GTF2E2,POLR2K,RNA polymerase II holoenzyme complex
GTF2E2,POLR2F,RNA polymerase II holoenzyme complex
GTF2E2,POLR2G,RNA polymerase II holoenzyme complex
GTF2E2,POLR2L,RNA polymerase II holoenzyme complex
GTF2E2,GTF2H2,RNA polymerase II holoenzyme complex
GTF2E2,GTF2H3,RNA polymerase II holoenzyme complex
GTF2E2,GTF2H4,RNA polymerase II holoenzyme complex
POLR2B,POLR2D,RNA polymerase II holoenzyme complex
POLR2B,POLR2C,RNA polymerase II holoenzyme complex
POLR2B,POLR2E,RNA polymerase II holoenzyme complex
POLR2B,TBP,RNA polymerase II holoenzyme complex
POLR2B,POLR2I,RNA polymerase II holoenzyme complex
POLR2B,POLR2H,RNA polymerase II holoenzyme complex
POLR2B,POLR2J,RNA polymerase II holoenzyme complex
POLR2B,POLR2K,RNA polymerase II holoenzyme complex
POLR2B,POLR2F,RNA polymerase II holoenzyme complex
POLR2B,POLR2G,RNA polymerase II holoenzyme complex
POLR2B,POLR2L,RNA polymerase II holoenzyme complex
GTF2H1,POLR2D,RNA polymerase II holoenzyme complex
GTF2H1,POLR2C,RNA polymerase II holoenzyme complex
GTF2H1,POLR2E,RNA polymerase II holoenzyme complex
GTF2H1,TBP,RNA polymerase II holoenzyme complex
GTF2H1,POLR2A,RNA polymerase II holoenzyme complex
GTF2H1,POLR2B,RNA polymerase II holoenzyme complex
GTF2H1,POLR2I,RNA polymerase II holoenzyme complex
GTF2H1,POLR2H,RNA polymerase II holoenzyme complex
GTF2H1,POLR2J,RNA polymerase II holoenzyme complex
GTF2H1,POLR2K,RNA polymerase II holoenzyme complex
GTF2H1,POLR2F,RNA polymerase II holoenzyme complex
GTF2H1,POLR2G,RNA polymerase II holoenzyme complex
GTF2H1,POLR2L,RNA polymerase II holoenzyme complex
GTF2H1,GTF2H2,RNA polymerase II holoenzyme complex
GTF2H1,GTF2H3,RNA polymerase II holoenzyme complex
GTF2H1,GTF2H4,RNA polymerase II holoenzyme complex
GTF2F1,POLR2D,RNA polymerase II holoenzyme complex
GTF2F1,GTF2F2,RNA polymerase II holoenzyme complex
GTF2F1,POLR2C,RNA polymerase II holoenzyme complex
GTF2F1,POLR2E,RNA polymerase II holoenzyme complex
GTF2F1,TBP,RNA polymerase II holoenzyme complex
GTF2F1,POLR2A,RNA polymerase II holoenzyme complex
GTF2F1,POLR2B,RNA polymerase II holoenzyme complex
GTF2F1,GTF2H1,RNA polymerase II holoenzyme complex
GTF2F1,POLR2I,RNA polymerase II holoenzyme complex
GTF2F1,POLR2H,RNA polymerase II holoenzyme complex
GTF2F1,POLR2J,RNA polymerase II holoenzyme complex
GTF2F1,POLR2K,RNA polymerase II holoenzyme complex
GTF2F1,POLR2F,RNA polymerase II holoenzyme complex
GTF2F1,POLR2G,RNA polymerase II holoenzyme complex
GTF2F1,POLR2L,RNA polymerase II holoenzyme complex
GTF2F1,GTF2H2,RNA polymerase II holoenzyme complex
GTF2F1,GTF2H3,RNA polymerase II holoenzyme complex
GTF2F1,GTF2H4,RNA polymerase II holoenzyme complex
POLR2I,TBP,RNA polymerase II holoenzyme complex
POLR2I,POLR2J,RNA polymerase II holoenzyme complex
POLR2I,POLR2K,RNA polymerase II holoenzyme complex
POLR2I,POLR2L,RNA polymerase II holoenzyme complex
POLR2H,TBP,RNA polymerase II holoenzyme complex
POLR2H,POLR2I,RNA polymerase II holoenzyme complex
POLR2H,POLR2J,RNA polymerase II holoenzyme complex
POLR2H,POLR2K,RNA polymerase II holoenzyme complex
POLR2H,POLR2L,RNA polymerase II holoenzyme complex
POLR2J,TBP,RNA polymerase II holoenzyme complex
POLR2J,POLR2K,RNA polymerase II holoenzyme complex
POLR2J,POLR2L,RNA polymerase II holoenzyme complex
POLR2K,TBP,RNA polymerase II holoenzyme complex
POLR2K,POLR2L,RNA polymerase II holoenzyme complex
POLR2F,TBP,RNA polymerase II holoenzyme complex
POLR2F,POLR2I,RNA polymerase II holoenzyme complex
POLR2F,POLR2H,RNA polymerase II holoenzyme complex
POLR2F,POLR2J,RNA polymerase II holoenzyme complex
POLR2F,POLR2K,RNA polymerase II holoenzyme complex
POLR2F,POLR2G,RNA polymerase II holoenzyme complex
POLR2F,POLR2L,RNA polymerase II holoenzyme complex
POLR2G,TBP,RNA polymerase II holoenzyme complex
POLR2G,POLR2I,RNA polymerase II holoenzyme complex
POLR2G,POLR2H,RNA polymerase II holoenzyme complex
POLR2G,POLR2J,RNA polymerase II holoenzyme complex
POLR2G,POLR2K,RNA polymerase II holoenzyme complex
POLR2G,POLR2L,RNA polymerase II holoenzyme complex
POLR2L,TBP,RNA polymerase II holoenzyme complex
GTF2B,POLR2D,RNA polymerase II holoenzyme complex
GTF2B,GTF2F2,RNA polymerase II holoenzyme complex
GTF2B,POLR2C,RNA polymerase II holoenzyme complex
GTF2B,POLR2E,RNA polymerase II holoenzyme complex
GTF2B,TBP,RNA polymerase II holoenzyme complex
GTF2B,POLR2A,RNA polymerase II holoenzyme complex
GTF2B,GTF2E1,RNA polymerase II holoenzyme complex
GTF2B,GTF2E2,RNA polymerase II holoenzyme complex
GTF2B,POLR2B,RNA polymerase II holoenzyme complex
GTF2B,GTF2H1,RNA polymerase II holoenzyme complex
GTF2B,GTF2F1,RNA polymerase II holoenzyme complex
GTF2B,POLR2I,RNA polymerase II holoenzyme complex
GTF2B,POLR2H,RNA polymerase II holoenzyme complex
GTF2B,POLR2J,RNA polymerase II holoenzyme complex
GTF2B,POLR2K,RNA polymerase II holoenzyme complex
GTF2B,POLR2F,RNA polymerase II holoenzyme complex
GTF2B,POLR2G,RNA polymerase II holoenzyme complex
GTF2B,POLR2L,RNA polymerase II holoenzyme complex
GTF2B,GTF2H2,RNA polymerase II holoenzyme complex
GTF2B,GTF2H3,RNA polymerase II holoenzyme complex
GTF2B,GTF2H4,RNA polymerase II holoenzyme complex
GTF2H2,POLR2D,RNA polymerase II holoenzyme complex
GTF2H2,POLR2C,RNA polymerase II holoenzyme complex
GTF2H2,POLR2E,RNA polymerase II holoenzyme complex
GTF2H2,TBP,RNA polymerase II holoenzyme complex
GTF2H2,POLR2A,RNA polymerase II holoenzyme complex
GTF2H2,POLR2B,RNA polymerase II holoenzyme complex
GTF2H2,POLR2I,RNA polymerase II holoenzyme complex
GTF2H2,POLR2H,RNA polymerase II holoenzyme complex
GTF2H2,POLR2J,RNA polymerase II holoenzyme complex
GTF2H2,POLR2K,RNA polymerase II holoenzyme complex
GTF2H2,POLR2F,RNA polymerase II holoenzyme complex
GTF2H2,POLR2G,RNA polymerase II holoenzyme complex
GTF2H2,POLR2L,RNA polymerase II holoenzyme complex
GTF2H2,GTF2H3,RNA polymerase II holoenzyme complex
GTF2H2,GTF2H4,RNA polymerase II holoenzyme complex
GTF2H3,POLR2D,RNA polymerase II holoenzyme complex
GTF2H3,POLR2C,RNA polymerase II holoenzyme complex
GTF2H3,POLR2E,RNA polymerase II holoenzyme complex
GTF2H3,TBP,RNA polymerase II holoenzyme complex
GTF2H3,POLR2A,RNA polymerase II holoenzyme complex
GTF2H3,POLR2B,RNA polymerase II holoenzyme complex
GTF2H3,POLR2I,RNA polymerase II holoenzyme complex
GTF2H3,POLR2H,RNA polymerase II holoenzyme complex
GTF2H3,POLR2J,RNA polymerase II holoenzyme complex
GTF2H3,POLR2K,RNA polymerase II holoenzyme complex
GTF2H3,POLR2F,RNA polymerase II holoenzyme complex
GTF2H3,POLR2G,RNA polymerase II holoenzyme complex
GTF2H3,POLR2L,RNA polymerase II holoenzyme complex
GTF2H3,GTF2H4,RNA polymerase II holoenzyme complex
GTF2H4,POLR2D,RNA polymerase II holoenzyme complex
GTF2H4,POLR2C,RNA polymerase II holoenzyme complex
GTF2H4,POLR2E,RNA polymerase II holoenzyme complex
GTF2H4,TBP,RNA polymerase II holoenzyme complex
GTF2H4,POLR2A,RNA polymerase II holoenzyme complex
GTF2H4,POLR2B,RNA polymerase II holoenzyme complex
GTF2H4,POLR2I,RNA polymerase II holoenzyme complex
GTF2H4,POLR2H,RNA polymerase II holoenzyme complex
GTF2H4,POLR2J,RNA polymerase II holoenzyme complex
GTF2H4,POLR2K,RNA polymerase II holoenzyme complex
GTF2H4,POLR2F,RNA polymerase II holoenzyme complex
GTF2H4,POLR2G,RNA polymerase II holoenzyme complex
GTF2H4,POLR2L,RNA polymerase II holoenzyme complex
POLR2D,POLR2E,RNA polymerase II core complex
POLR2D,POLR2I,RNA polymerase II core complex
POLR2D,POLR2H,RNA polymerase II core complex
POLR2D,POLR2J,RNA polymerase II core complex
POLR2D,POLR2K,RNA polymerase II core complex
POLR2D,POLR2F,RNA polymerase II core complex
POLR2D,POLR2G,RNA polymerase II core complex
POLR2D,POLR2L,RNA polymerase II core complex
POLR2C,POLR2D,RNA polymerase II core complex
POLR2C,POLR2E,RNA polymerase II core complex
POLR2C,POLR2I,RNA polymerase II core complex
POLR2C,POLR2H,RNA polymerase II core complex
POLR2C,POLR2J,RNA polymerase II core complex
POLR2C,POLR2K,RNA polymerase II core complex
POLR2C,POLR2F,RNA polymerase II core complex
POLR2C,POLR2G,RNA polymerase II core complex
POLR2C,POLR2L,RNA polymerase II core complex
POLR2E,POLR2I,RNA polymerase II core complex
POLR2E,POLR2H,RNA polymerase II core complex
POLR2E,POLR2J,RNA polymerase II core complex
POLR2E,POLR2K,RNA polymerase II core complex
POLR2E,POLR2F,RNA polymerase II core complex
POLR2E,POLR2G,RNA polymerase II core complex
POLR2E,POLR2L,RNA polymerase II core complex
POLR2A,POLR2D,RNA polymerase II core complex
POLR2A,POLR2C,RNA polymerase II core complex
POLR2A,POLR2E,RNA polymerase II core complex
POLR2A,POLR2B,RNA polymerase II core complex
POLR2A,POLR2I,RNA polymerase II core complex
POLR2A,POLR2H,RNA polymerase II core complex
POLR2A,POLR2J,RNA polymerase II core complex
POLR2A,POLR2K,RNA polymerase II core complex
POLR2A,POLR2F,RNA polymerase II core complex
POLR2A,POLR2G,RNA polymerase II core complex
POLR2A,POLR2L,RNA polymerase II core complex
POLR2B,POLR2D,RNA polymerase II core complex
POLR2B,POLR2C,RNA polymerase II core complex
POLR2B,POLR2E,RNA polymerase II core complex
POLR2B,POLR2I,RNA polymerase II core complex
POLR2B,POLR2H,RNA polymerase II core complex
POLR2B,POLR2J,RNA polymerase II core complex
POLR2B,POLR2K,RNA polymerase II core complex
POLR2B,POLR2F,RNA polymerase II core complex
POLR2B,POLR2G,RNA polymerase II core complex
POLR2B,POLR2L,RNA polymerase II core complex
POLR2I,POLR2J,RNA polymerase II core complex
POLR2I,POLR2K,RNA polymerase II core complex
POLR2I,POLR2L,RNA polymerase II core complex
POLR2H,POLR2I,RNA polymerase II core complex
POLR2H,POLR2J,RNA polymerase II core complex
POLR2H,POLR2K,RNA polymerase II core complex
POLR2H,POLR2L,RNA polymerase II core complex
POLR2J,POLR2K,RNA polymerase II core complex
POLR2J,POLR2L,RNA polymerase II core complex
POLR2K,POLR2L,RNA polymerase II core complex
POLR2F,POLR2I,RNA polymerase II core complex
POLR2F,POLR2H,RNA polymerase II core complex
POLR2F,POLR2J,RNA polymerase II core complex
POLR2F,POLR2K,RNA polymerase II core complex
POLR2F,POLR2G,RNA polymerase II core complex
POLR2F,POLR2L,RNA polymerase II core complex
POLR2G,POLR2I,RNA polymerase II core complex
POLR2G,POLR2H,RNA polymerase II core complex
POLR2G,POLR2J,RNA polymerase II core complex
POLR2G,POLR2K,RNA polymerase II core complex
POLR2G,POLR2L,RNA polymerase II core complex
EED,RBBP4,Polycomb repressive complex 2 (PRC 2)
EED,SUZ12,Polycomb repressive complex 2 (PRC 2)
EED,EZH2,Polycomb repressive complex 2 (PRC 2)
EED,RBBP7,Polycomb repressive complex 2 (PRC 2)
RBBP4,SUZ12,Polycomb repressive complex 2 (PRC 2)
RBBP4,RBBP7,Polycomb repressive complex 2 (PRC 2)
EZH2,RBBP4,Polycomb repressive complex 2 (PRC 2)
EZH2,SUZ12,Polycomb repressive complex 2 (PRC 2)
EZH2,RBBP7,Polycomb repressive complex 2 (PRC 2)
RBBP7,SUZ12,Polycomb repressive complex 2 (PRC 2)
ERCC2,ERCC3,TFIIH transcription factor complex
ERCC2,GTF2H1,TFIIH transcription factor complex
ERCC2,MNAT1,TFIIH transcription factor complex
ERCC2,GTF2H2,TFIIH transcription factor complex
ERCC2,GTF2H3,TFIIH transcription factor complex
ERCC2,GTF2H4,TFIIH transcription factor complex
ERCC3,GTF2H1,TFIIH transcription factor complex
ERCC3,MNAT1,TFIIH transcription factor complex
ERCC3,GTF2H2,TFIIH transcription factor complex
ERCC3,GTF2H3,TFIIH transcription factor complex
ERCC3,GTF2H4,TFIIH transcription factor complex
GTF2H1,MNAT1,TFIIH transcription factor complex
GTF2H1,GTF2H2,TFIIH transcription factor complex
GTF2H1,GTF2H3,TFIIH transcription factor complex
GTF2H1,GTF2H4,TFIIH transcription factor complex
CDK7,ERCC2,TFIIH transcription factor complex
CDK7,ERCC3,TFIIH transcription factor complex
CDK7,GTF2H1,TFIIH transcription factor complex
