domain,total_domain_protein_count,groups,group_count,average_domain_protein_count_per_group,mean_coverage,std_coverage
Aldehyde dehydrogenase domain,5,47; 49; 91; 166; 226,5,1.0,0.06202686202686203,0.04653560676190037
Aldehyde dehydrogenase family 7 member A1-like,1,166,1,1.0,0.05555555555555555,0.0
"Aldehyde dehydrogenase, C-terminal",5,47; 49; 91; 166; 226,5,1.0,0.06202686202686203,0.04653560676190037
"Aldehyde dehydrogenase, N-terminal",5,47; 49; 91; 166; 226,5,1.0,0.06202686202686203,0.04653560676190037
"Aldehyde dehydrogenase, cysteine active site",3,47; 49; 91,3,1.0,0.0763125763125763,0.05781089426696018
"Aldehyde dehydrogenase, glutamic acid active site",4,47; 49; 91; 166,4,1.0,0.07112332112332112,0.04832990594142803
Aldehyde/histidinol dehydrogenase,5,47; 49; 91; 166; 226,5,1.0,0.06202686202686203,0.04653560676190037
Aldolase-type TIM barrel,2,14; 155,2,1.0,0.09142857142857143,0.07273098320775917
"Alkaline-phosphatase-like, core domain superfamily",1,91,1,1.0,0.038461538461538464,0.0
Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,4,17; 133; 138; 206,4,1.0,0.09318910256410257,0.04935854076288629
Alkyldihydroxyacetonephosphate synthase,1,43,1,1.0,0.125,0.0
"Allergen V5/Tpx-1-related, conserved site",1,210,1,1.0,0.058823529411764705,0.0
Allosteric substrate binding domain superfamily,2,42; 97,2,1.0,0.2672413793103448,0.32917039813856525
"Alpha Spectrin, SH3 domain",1,202,1,1.0,0.043478260869565216,0.0
Alpha crystallin/Hsp20 domain,1,139,1,1.0,0.05555555555555555,0.0
"Alpha crystallin/Small heat shock protein, animal type",1,139,1,1.0,0.05555555555555555,0.0
Alpha tubulin,4,16; 138; 157; 234,4,1.0,0.044895833333333336,0.02579830734829394
"Alpha-(1,6)-fucosyltransferase",1,7,1,1.0,0.07692307692307693,0.0
"Alpha-(1,6)-fucosyltransferase, N- and catalytic domain",1,7,1,1.0,0.07692307692307693,0.0
"Alpha-(1,6)-fucosyltransferase, SH3 domain",1,7,1,1.0,0.07692307692307693,0.0
Alpha-2-macroglobulin,1,220,1,1.0,0.04,0.0
"Alpha-2-macroglobulin RAP, C-terminal",1,30,1,1.0,0.25,0.0
"Alpha-2-macroglobulin RAP, domain 2",1,30,1,1.0,0.25,0.0
"Alpha-2-macroglobulin RAP, domain 3",1,30,1,1.0,0.25,0.0
Alpha-2-macroglobulin receptor-associated protein,1,30,1,1.0,0.25,0.0
"Alpha-2-macroglobulin receptor-associated protein, domain 1",1,30,1,1.0,0.25,0.0
"Alpha-2-macroglobulin, TED domain",1,220,1,1.0,0.04,0.0
"Alpha-2-macroglobulin, bait region domain",1,220,1,1.0,0.04,0.0
"Alpha-2-macroglobulin, conserved site",1,220,1,1.0,0.04,0.0
Alpha-catenin,2,115; 220,2,1.0,0.18666666666666665,0.20741798914805393
Alpha-catenin/vinculin-like superfamily,4,48; 115; 159; 220,4,1.0,0.16389784946236557,0.1514393977843776
Alpha-dystroglycan N-terminal domain 2,1,168,1,1.0,0.3333333333333333,0.0
Alpha-dystroglycan domain 2,1,168,1,1.0,0.3333333333333333,0.0
"Alpha-glycerophosphate oxidase, C-terminal",1,164,1,1.0,0.05555555555555555,0.0
"Alpha-glycerophosphate oxidase, C-terminal domain superfamily",1,164,1,1.0,0.05555555555555555,0.0
Alpha-helical ferredoxin,1,133,1,1.0,0.07692307692307693,0.0
"Alpha-ketoacid/pyruvate dehydrogenase kinase, N-terminal domain superfamily",1,106,1,1.0,0.2,0.0
Alpha-ketoglutarate dehydrogenase component 4/YMR-31,1,110,1,1.0,0.125,0.0
"Alpha-macroglobulin, receptor-binding",1,220,1,1.0,0.04,0.0
"Alpha-macroglobulin, receptor-binding domain superfamily",1,220,1,1.0,0.04,0.0
"Alpha-macroglobulin-like, TED domain",1,220,1,1.0,0.04,0.0
"Alpha-macroglobulin-like, thiol-ester bond-forming region",1,220,1,1.0,0.04,0.0
Alpha/Beta hydrolase fold,16,1; 13; 34; 48; 50; 54; 62; 70; 75; 111; 140; 155; 159; 219; 220; 226,16,1.0,0.10907500255252864,0.10820980866408156
Alpha/beta hydrolase fold-1,6,13; 54; 75; 155; 159; 219,6,1.0,0.12007031095266389,0.13574596011932147
Alpha/beta hydrolase fold-3,1,48,1,1.0,0.03225806451612903,0.0
Alpha/beta knot methyltransferases,1,88,1,1.0,0.07692307692307693,0.0
Amidohydrolase-related,2,54; 66,2,1.0,0.07272727272727272,0.038569460791993505
Amine oxidase,2,49; 97,2,1.0,0.08866995073891626,0.07663226200051254
Amino acid permease/ SLC12A domain,3,75; 174; 216,3,1.0,0.09629629629629631,0.09251848886516145
Amino acid transporter heavy chain SLC3A2,1,67,1,1.0,0.0625,0.0
"Amino acid transporter, transmembrane domain",2,98; 99,2,1.0,0.036616161616161616,0.0124993622937016
Amino acid/polyamine transporter I,1,85,1,1.0,0.043478260869565216,0.0
"Aminoacid dehydrogenase-like, N-terminal domain superfamily",4,95; 121; 144,3,1.3333333333333333,0.0992831541218638,0.058365739309855016
Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,1,138,1,1.0,0.0625,0.0
"Aminoacyl-tRNA synthetase, class I, anticodon-binding",1,6,1,1.0,0.09090909090909091,0.0
"Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2",1,6,1,1.0,0.09090909090909091,0.0
"Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily",1,6,1,1.0,0.09090909090909091,0.0
"Aminoacyl-tRNA synthetase, class I, conserved site",13,6; 17; 46; 60; 87; 93; 105; 128; 130; 135; 147; 171; 226,13,1.0,0.09124023749529822,0.04278698814545181
"Aminoacyl-tRNA synthetase, class II",8,60; 136; 145; 151; 192; 197; 220,7,1.1428571428571428,0.067862257192886,0.03573584295527487
"Aminoacyl-tRNA synthetase, class II (D/K/N)",2,151; 197,2,1.0,0.048642533936651584,0.014398101879364088
"Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)",3,60; 145; 151,3,1.0,0.06405228758169934,0.017270863087220666
"Aminoacyl-tRNA synthetase, class Ia",5,105; 128; 130; 147; 226,5,1.0,0.07229853479853479,0.035610820355227495
"Aminoacyl-tRNA synthetase, class Ia, anticodon-binding",9,46; 87; 93; 105; 128; 130; 135; 147; 226,9,1.0,0.07539414776256882,0.032147915931234984
"Aminoacyl-tRNA synthetase, class Ic",1,17,1,1.0,0.16666666666666666,0.0
Aminoglycoside phosphotransferase,1,166,1,1.0,0.05555555555555555,0.0
"Aminomethyltransferase, folate-binding domain",1,107,1,1.0,0.037037037037037035,0.0
"Aminopeptidase N-like , N-terminal domain",2,6; 95,2,1.0,0.06158357771260997,0.04147253848601452
"Aminopeptidase N-like , N-terminal domain superfamliy",2,6; 95,2,1.0,0.06158357771260997,0.04147253848601452
Aminopeptidase N-type,2,6; 95,2,1.0,0.06158357771260997,0.04147253848601452
Aminotransferase class V domain,1,16,1,1.0,0.04,0.0
Aminotransferase class-III,1,226,1,1.0,0.02564102564102564,0.0
"Aminotransferase class-V, pyridoxal-phosphate binding site",1,16,1,1.0,0.04,0.0
"Aminotransferase, class I/classII",4,63; 182; 186; 189,4,1.0,0.1371527777777778,0.07986111111111112
"Aminotransferase, class-II, pyridoxal-phosphate binding site",1,182,1,1.0,0.25,0.0
Aminotransferases class-III pyridoxal-phosphate attachment site,1,226,1,1.0,0.02564102564102564,0.0
"Aminotransferases, class-I, pyridoxal-phosphate-binding site",1,189,1,1.0,0.0625,0.0
AmpG-like permease/Acetyl-coenzyme A transporter 1,1,69,1,1.0,0.027777777777777776,0.0
Amyloidogenic glycoprotein,4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
"Amyloidogenic glycoprotein, E2 domain",4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
"Amyloidogenic glycoprotein, amyloid-beta peptide",1,29,1,1.0,0.1,0.0
"Amyloidogenic glycoprotein, amyloid-beta peptide superfamily",1,29,1,1.0,0.1,0.0
"Amyloidogenic glycoprotein, copper-binding",4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
"Amyloidogenic glycoprotein, copper-binding domain conserved site",4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
"Amyloidogenic glycoprotein, copper-binding domain superfamily",4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
"Amyloidogenic glycoprotein, extracellular",4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
"Amyloidogenic glycoprotein, heparin-binding",4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
"Amyloidogenic glycoprotein, heparin-binding domain superfamily",4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
"Amyloidogenic glycoprotein, intracellular domain, conserved site",4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
Anillin homology domain,1,232,1,1.0,0.125,0.0
"Anillin, N-terminal domain",1,232,1,1.0,0.125,0.0
"Anillin, PH domain",1,232,1,1.0,0.125,0.0
Ankyrin repeat,16,6; 22; 48; 104; 112; 113; 135; 146; 164; 186; 189; 205; 220; 221; 226; 228,16,1.0,0.07847691331376602,0.053739780569223475
"Ankyrin repeat and LEM domain-containing protein 2, LEM domain",1,48,1,1.0,0.03225806451612903,0.0
Ankyrin repeat-containing domain superfamily,17,6; 22; 48; 69; 104; 112; 113; 135; 146; 164; 186; 189; 205; 220; 221; 226; 228,17,1.0,0.07549461122341378,0.05346649794534471
"Ankyrin, UPA domain",2,113; 146,2,1.0,0.08035714285714285,0.06313453403451316
"Ankyrin-3, death domain",1,146,1,1.0,0.03571428571428571,0.0
Annexin,8,16; 68; 111; 137; 166; 197; 199,7,1.1428571428571428,0.12787545787545787,0.16604986625867513
Annexin A1,1,68,1,1.0,0.06666666666666667,0.0
Annexin A11,1,16,1,1.0,0.04,0.0
Annexin A2,3,137; 197; 199,3,1.0,0.20726495726495728,0.25450682393124463
Annexin A4,1,166,1,1.0,0.05555555555555555,0.0
Annexin A6,1,111,1,1.0,0.05555555555555555,0.0
Annexin repeat,8,16; 68; 111; 137; 166; 197; 199,7,1.1428571428571428,0.12787545787545787,0.16604986625867513
"Annexin repeat, conserved site",8,16; 68; 111; 137; 166; 197; 199,7,1.1428571428571428,0.12787545787545787,0.16604986625867513
Annexin superfamily,8,16; 68; 111; 137; 166; 197; 199,7,1.1428571428571428,0.12787545787545787,0.16604986625867513
Anoctamin,1,69,1,1.0,0.027777777777777776,0.0
"Anoctamin, transmembrane domain",1,69,1,1.0,0.027777777777777776,0.0
"Anthrax toxin receptor, C-terminal",1,3,1,1.0,0.04,0.0
"Anthrax toxin receptor, extracellular domain",1,3,1,1.0,0.04,0.0
Anticodon-binding,3,60; 145; 220,3,1.0,0.05777777777777778,0.022689530951846816
Anticodon-binding domain superfamily,4,60; 75; 145; 220,4,1.0,0.04888888888888889,0.02567604446286965
Antigen peptide transporter 2,1,206,1,1.0,0.06666666666666667,0.0
Apolipoprotein L,1,132,1,1.0,0.07142857142857142,0.0
Apoptosis inhibitory 5,1,99,1,1.0,0.045454545454545456,0.0
"Apoptosis regulator, Bcl-2 protein, BH4",1,172,1,1.0,0.25,0.0
"Apoptosis regulator, Bcl-2, BH1 motif, conserved site",2,172; 230,2,1.0,0.29166666666666663,0.05892556509887897
"Apoptosis regulator, Bcl-2, BH2 motif, conserved site",2,172; 230,2,1.0,0.29166666666666663,0.05892556509887897
"Apoptosis regulator, Bcl-2, BH3 motif, conserved site",2,172; 230,2,1.0,0.29166666666666663,0.05892556509887897
"Apoptosis regulator, Bcl-2, BH4 motif, conserved site",1,172,1,1.0,0.25,0.0
"Apoptosis regulator, Bcl-2/ BclX",1,172,1,1.0,0.25,0.0
"Apoptosis regulator, Bcl-X",1,172,1,1.0,0.25,0.0
"Apoptosis-antagonizing transcription factor, C-terminal",1,200,1,1.0,0.1111111111111111,0.0
Apyrase,1,110,1,1.0,0.125,0.0
Apyrase superfamily,1,110,1,1.0,0.125,0.0
Arf GTPase activating protein,1,165,1,1.0,0.2,0.0
ArfGAP domain superfamily,1,165,1,1.0,0.2,0.0
Arginine-tRNA ligase,2,87; 135,2,1.0,0.10096153846153846,0.03399551832627632
Arginyl tRNA synthetase N-terminal domain,1,135,1,1.0,0.07692307692307693,0.0
Arginyl tRNA synthetase N-terminal domain superfamily,2,87; 135,2,1.0,0.10096153846153846,0.03399551832627632
"Arginyl-tRNA synthetase, catalytic core domain",2,87; 135,2,1.0,0.10096153846153846,0.03399551832627632
Armadillo,16,1; 10; 18; 49; 67; 69; 93; 95; 119; 129; 136; 138; 164; 185,14,1.1428571428571428,0.0874453360393467,0.07618454156189741
Armadillo repeat-containing domain,4,99; 129; 136; 164,4,1.0,0.056600487634970394,0.02443766291001191
Armadillo-like helical,63,1; 3; 5; 9; 10; 11; 16; 18; 22; 28; 34; 38; 41; 44; 49; 54; 56; 61; 67; 69; 75; 77; 90; 93; 95; 96; 97; 99; 104; 115; 117; 119; 124; 128; 129; 136; 138; 140; 141; 146; 156; 157; 160; 164; 176; 183; 185; 187; 189; 234,50,1.26,0.12456075184214964,0.11192490590960905
Armadillo-type fold,84,1; 3; 5; 9; 10; 11; 16; 18; 22; 28; 34; 38; 41; 44; 47; 49; 50; 54; 56; 61; 65; 67; 69; 73; 75; 77; 90; 93; 95; 96; 97; 99; 104; 114; 115; 117; 119; 124; 125; 128; 129; 136; 137; 138; 140; 141; 146; 148; 149; 154; 156; 157; 160; 164; 166; 176; 183; 185; 186; 187; 189; 194; 201; 207; 210; 220; 234,67,1.2537313432835822,0.11731953740870033,0.10402763145546101
Arp2/3 complex subunit 2/4,1,63,1,1.0,0.125,0.0
Arrestin C-terminal-like domain,2,75; 109,2,1.0,0.04957264957264958,0.0386793452956744
"Arrestin-like, C-terminal",2,75; 109,2,1.0,0.04957264957264958,0.0386793452956744
"Arrestin-like, N-terminal",2,75; 109,2,1.0,0.04957264957264958,0.0386793452956744
Arylacetamide deacetylase,1,48,1,1.0,0.03225806451612903,0.0
Arylesterase,1,63,1,1.0,0.125,0.0
Aspartate carbamoyltransferase,1,54,1,1.0,0.045454545454545456,0.0
Aspartate decarboxylase-like domain superfamily,3,95; 99; 111,3,1.0,0.044422721842076685,0.011682969107143778
"Aspartate-tRNA synthetase, type 2",1,151,1,1.0,0.058823529411764705,0.0
Aspartate/glutamate/uridylate kinase,1,226,1,1.0,0.02564102564102564,0.0
Aspartate/ornithine carbamoyltransferase,1,54,1,1.0,0.045454545454545456,0.0
Aspartate/ornithine carbamoyltransferase superfamily,1,54,1,1.0,0.045454545454545456,0.0
"Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain",1,54,1,1.0,0.045454545454545456,0.0
"Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding",1,54,1,1.0,0.045454545454545456,0.0
Aspartate/other aminotransferase,1,189,1,1.0,0.0625,0.0
Aspartic peptidase A1 family,1,113,1,1.0,0.125,0.0
Aspartic peptidase domain superfamily,1,113,1,1.0,0.125,0.0
"Aspartic peptidase, N-terminal",1,113,1,1.0,0.125,0.0
"Aspartic peptidase, active site",1,113,1,1.0,0.125,0.0
Aspartyl beta-hydroxylase/Triadin domain,1,73,1,1.0,0.045454545454545456,0.0
"Aspartyl/Asparaginyl-tRNA synthetase, class IIb",1,151,1,1.0,0.058823529411764705,0.0
Aspartyl/asparaginy/proline hydroxylase,1,73,1,1.0,0.045454545454545456,0.0
Aspartyl/asparaginyl beta-hydroxylase family,1,73,1,1.0,0.045454545454545456,0.0
"Ataxin 2, SM domain",1,220,1,1.0,0.04,0.0
"Ataxin-2, C-terminal",1,220,1,1.0,0.04,0.0
Ataxin2-like,1,220,1,1.0,0.04,0.0
Atypical Arm repeat,3,67; 95,2,1.5,0.06350806451612903,0.0014256185104567479
"Atypical dual specificity phosphatase, subfamily A",1,68,1,1.0,0.06666666666666667,0.0
Aurora kinase-like,1,40,1,1.0,0.16666666666666666,0.0
Axonemal dynein light chain,2,84; 128,2,1.0,0.1125,0.017677669529663684
"B-box, C-terminal",2,44; 201,2,1.0,0.04640151515151515,0.022766695606385053
B-box-type zinc finger,8,15; 27; 44; 46; 166; 176; 192; 201,8,1.0,0.08752456425153793,0.06947640503372328
B-cell receptor-associated protein 29/31,2,32; 99,2,1.0,0.14772727272727273,0.14463547796997564
B30.2/SPRY domain,12,15; 27; 40; 44; 46; 103; 114; 164; 176; 192; 226; 234,12,1.0,0.0905752964141122,0.06725950847441796
B30.2/SPRY domain superfamily,12,15; 27; 40; 44; 46; 103; 114; 164; 176; 192; 226; 234,12,1.0,0.0905752964141122,0.06725950847441796
BAG domain,2,64; 65,2,1.0,0.09774436090225563,0.06379910807698172
BAG domain superfamily,1,65,1,1.0,0.05263157894736842,0.0
BAG family molecular chaperone regulator 2,1,64,1,1.0,0.14285714285714285,0.0
"BAP29/BAP31, transmembrane domain",2,32; 99,2,1.0,0.14772727272727273,0.14463547796997564
BAR domain,1,50,1,1.0,0.0625,0.0
"BAT2, N-terminal",2,19; 22,2,1.0,0.07177033492822966,0.027066288275083162
"BCL-6 corepressor, PCGF1 binding domain",1,220,1,1.0,0.04,0.0
"BCL-6 corepressor, non-ankyrin-repeat domain",1,220,1,1.0,0.04,0.0
BCL-6 corepressor-like,1,220,1,1.0,0.04,0.0
"BCS1, N-terminal",1,44,1,1.0,0.0625,0.0
BDHCT,2,140; 197,2,1.0,0.10256410256410256,0.09065471553673685
"BET1, SNARE domain",1,96,1,1.0,0.125,0.0
BNIP3,1,219,1,1.0,0.3333333333333333,0.0
"BP28, C-terminal domain",1,69,1,1.0,0.027777777777777776,0.0
BRCT domain,4,31; 61; 107; 173,4,1.0,0.1050925925925926,0.06864977418170363
BRCT domain superfamily,6,31; 61; 107; 173; 193,5,1.2,0.10407407407407407,0.05949605466971741
BRI3-binding protein,1,6,1,1.0,0.09090909090909091,0.0
BRICHOS domain,2,164; 201,2,1.0,0.04292929292929293,0.017856231848145138
BRK domain,2,151; 153,2,1.0,0.07107843137254902,0.01733104855849381
BRK domain superfamily,2,151; 153,2,1.0,0.07107843137254902,0.01733104855849381
BRO1 domain,2,107; 183,2,1.0,0.05185185185185185,0.020951312035156964
BRO1 domain superfamily,2,107; 183,2,1.0,0.05185185185185185,0.020951312035156964
BTB/POZ domain,1,183,1,1.0,0.06666666666666667,0.0
"BTB/POZ domain-containing protein KCTD18, C-terminal domain",2,93; 172,2,1.0,0.15625,0.13258252147247765
"BUD31/G10-related, conserved site",1,222,1,1.0,0.1111111111111111,0.0
BURAN domain,2,160; 228,2,1.0,0.08391608391608392,0.009889605331280384
"BZW1/2, W2 domain",1,73,1,1.0,0.045454545454545456,0.0
"Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site",1,18,1,1.0,0.05263157894736842,0.0
"Bacterial Ig-like domain, group 2",1,107,1,1.0,0.037037037037037035,0.0
Bacterial surface antigen (D15),1,201,1,1.0,0.030303030303030304,0.0
"Bacterial/eukaryotic lysine-tRNA ligase, class II",1,197,1,1.0,0.038461538461538464,0.0
Band 4.1 domain,7,6; 48; 61; 143; 156; 167; 210,7,1.0,0.09453608422841277,0.054585162606672004
"Band 4.1, C-terminal",2,6; 61,2,1.0,0.08712121212121213,0.005356869554443552
"Band 4.1-like protein 3, FERM domain, F1 sub-domain",1,61,1,1.0,0.08333333333333333,0.0
Band 7 domain,9,31; 54; 69; 122; 129; 137; 158; 166; 197,9,1.0,0.07498057498057498,0.04218379456540619
Band 7/SPFH domain superfamily,10,31; 54; 69; 122; 129; 137; 158; 166; 173; 197,10,1.0,0.08748251748251748,0.05607797266154413
"Band 7/stomatin-like, conserved site",1,54,1,1.0,0.045454545454545456,0.0
Band-7 stomatin-like,1,54,1,1.0,0.045454545454545456,0.0
Bap31/Bap29 cytoplasmic coiled-coil domain,2,32; 99,2,1.0,0.14772727272727273,0.14463547796997564
"Barrier- to-autointegration factor, BAF",1,155,1,1.0,0.04,0.0
"Barrier-to-autointegration factor, BAF superfamily",1,155,1,1.0,0.04,0.0
Bax inhibitor 1-related,1,132,1,1.0,0.07142857142857142,0.0
Bcl-2 family,2,172; 230,2,1.0,0.29166666666666663,0.05892556509887897
"Bcl-2, Bcl-2 homology region 1-3",3,54; 172; 230,3,1.0,0.20959595959595959,0.1481314078390148
Bcl-2-like protein 13,1,54,1,1.0,0.045454545454545456,0.0
Bcl-2-like superfamily,3,54; 172; 230,3,1.0,0.20959595959595959,0.1481314078390148
Bcl2-like,3,54; 172; 230,3,1.0,0.20959595959595959,0.1481314078390148
Beta tubulin,10,1; 14; 16; 64; 66; 75; 138; 157; 163; 234,10,1.0,0.0846343370681606,0.06073608901796313
"Beta tubulin, autoregulation binding site",10,1; 14; 16; 64; 66; 75; 138; 157; 163; 234,10,1.0,0.0846343370681606,0.06073608901796313
"Beta-1,4-galactosyltransferase",2,139; 147,2,1.0,0.06349206349206349,0.01122391716169123
Beta-Casp domain,2,73; 223,2,1.0,0.12272727272727274,0.10928013891064826
"Beta-adaptin appendage, C-terminal subdomain",2,1; 234,2,1.0,0.03462009803921569,0.03422882090302528
Beta-amyloid precursor protein C-terminal,4,29; 71; 234; 240,4,1.0,0.16576206140350877,0.2258099097648101
Beta-catenin,2,18; 95,2,1.0,0.042444821731748725,0.014406250210931358
Beta-grasp domain superfamily,3,73; 133; 139,3,1.0,0.05931105931105931,0.01606689063072538
"Beta-ketoacyl synthase, C-terminal",1,220,1,1.0,0.04,0.0
"Beta-ketoacyl synthase, N-terminal",1,220,1,1.0,0.04,0.0
"Beta-ketoacyl synthase, active site",1,220,1,1.0,0.04,0.0
Beta-lactamase-related,1,31,1,1.0,0.1,0.0
Beta-lactamase/transpeptidase-like,2,31; 205,2,1.0,0.07631578947368421,0.03349453174041542
"Bifunctional delta 1-pyrroline-5-carboxylate synthetase, glutamate-5-kinase domain",1,226,1,1.0,0.02564102564102564,0.0
"Biotin carboxylase, C-terminal",1,100,1,1.0,0.1,0.0
"Biotin carboxylase-like, N-terminal domain",1,100,1,1.0,0.1,0.0
Biotin carboxylation domain,1,100,1,1.0,0.1,0.0
Biotin-binding site,1,100,1,1.0,0.1,0.0
Biotin/lipoyl attachment,5,85; 94; 100; 116; 117,5,1.0,0.12021080368906456,0.06260873169551315
Brain acid soluble protein 1,1,178,1,1.0,0.14285714285714285,0.0
"Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal",1,106,1,1.0,0.2,0.0
"Brdt, bromodomain, repeat I",1,93,1,1.0,0.0625,0.0
"Brdt, bromodomain, repeat II",1,93,1,1.0,0.0625,0.0
Brix domain,2,97; 161,2,1.0,0.10057471264367815,0.09346813774304938
