group,group_protein_count,domain,total_domain_protein_count,domain_protein_in_group_count,coverage_of_domain_proteins_in_group,representation_of_total_domain_proteins
9,15,"Extended synaptotagmin, C-terminal C2 domain",2,1,0.06666666666666667,0.5
9,15,"Extended synaptotagmin, C2A domain",2,1,0.06666666666666667,0.5
9,15,"Extended synaptotagmin, C2B domain",2,1,0.06666666666666667,0.5
9,15,Ferrochelatase,1,1,0.06666666666666667,1.0
9,15,"Ferrochelatase, C-terminal",1,1,0.06666666666666667,1.0
9,15,"Ferrochelatase, N-terminal",1,1,0.06666666666666667,1.0
9,15,"Ferrochelatase, active site",1,1,0.06666666666666667,1.0
9,15,Glycosyltransferase 2-like,8,1,0.06666666666666667,0.125
9,15,"H/ACA ribonucleoprotein complex, subunit Nhp2-like",2,1,0.06666666666666667,0.5
9,15,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.06666666666666667,0.023255813953488372
9,15,"Helicase, C-terminal domain-like",43,1,0.06666666666666667,0.023255813953488372
9,15,Histone H2A,3,1,0.06666666666666667,0.3333333333333333
9,15,Histone H2A conserved site,2,1,0.06666666666666667,0.5
9,15,"Histone H2A, C-terminal domain",3,1,0.06666666666666667,0.3333333333333333
9,15,Histone H2A/H2B/H3,5,1,0.06666666666666667,0.2
9,15,Histone-fold,6,1,0.06666666666666667,0.16666666666666666
9,15,Homeobox-like domain superfamily,11,1,0.06666666666666667,0.09090909090909091
9,15,"ISWI, HAND domain",2,1,0.06666666666666667,0.5
9,15,"ISWI, HAND domain superfamily",2,1,0.06666666666666667,0.5
9,15,Inositol 5-phosphatase,2,1,0.06666666666666667,0.5
9,15,Inositol polyphosphate-related phosphatase,2,1,0.06666666666666667,0.5
9,15,"Intermediate filament protein, conserved site",8,1,0.06666666666666667,0.125
9,15,"Intermediate filament, rod domain",8,1,0.06666666666666667,0.125
9,15,"KA1 domain/Ssp2, C-terminal",2,1,0.06666666666666667,0.5
9,15,Kinase associated domain 1 (KA1),2,1,0.06666666666666667,0.5
9,15,Lamin tail domain,4,1,0.06666666666666667,0.25
9,15,Lamin tail domain superfamily,4,1,0.06666666666666667,0.25
9,15,Large ribosomal subunit protein eL13,1,1,0.06666666666666667,1.0
9,15,"Large ribosomal subunit protein eL13, conserved site",1,1,0.06666666666666667,1.0
9,15,"Large ribosomal subunit protein eL8-like, conserved site",7,1,0.06666666666666667,0.14285714285714285
9,15,N-acetylgalactosaminyltransferase,5,1,0.06666666666666667,0.2
9,15,Nucleotide-diphospho-sugar transferases,22,1,0.06666666666666667,0.045454545454545456
9,15,PWI domain,4,1,0.06666666666666667,0.25
9,15,Protein kinase domain,32,1,0.06666666666666667,0.03125
9,15,"Protein kinase, ATP binding site",27,1,0.06666666666666667,0.037037037037037035
9,15,Protein kinase-like domain superfamily,40,1,0.06666666666666667,0.025
9,15,RNA-binding protein 26/27,1,1,0.06666666666666667,1.0
9,15,"RNA-binding protein 27, RNA recognition motif",1,1,0.06666666666666667,1.0
9,15,Ribosomal protein eL30-like superfamily,12,1,0.06666666666666667,0.08333333333333333
9,15,Ribosomal protein eL8/Nhp2 family,8,1,0.06666666666666667,0.125
9,15,Ribosomal protein eL8/eL30/eS12/Gadd45,12,1,0.06666666666666667,0.08333333333333333
9,15,"Ricin B, lectin domain",6,1,0.06666666666666667,0.16666666666666666
9,15,Ricin B-like lectins,6,1,0.06666666666666667,0.16666666666666666
9,15,SAC domain,2,1,0.06666666666666667,0.5
9,15,SANT domain,4,1,0.06666666666666667,0.25
9,15,SANT/Myb domain,6,1,0.06666666666666667,0.16666666666666666
9,15,SLIDE domain,2,1,0.06666666666666667,0.5
9,15,"SMARCA1, N-terminal",1,1,0.06666666666666667,1.0
9,15,"SNF2, N-terminal",8,1,0.06666666666666667,0.125
9,15,"SNF2-like, N-terminal domain superfamily",8,1,0.06666666666666667,0.125
9,15,"SNF2/RAD5-like, C-terminal helicase domain",8,1,0.06666666666666667,0.125
9,15,"SWI/SNF-like complex subunit BAF250, C-terminal",1,1,0.06666666666666667,1.0
9,15,SWI/SNF-like complex subunit BAF250/Osa,1,1,0.06666666666666667,1.0
9,15,SWR1-complex protein 4/DNA methyltransferase 1-associated protein 1,1,1,0.06666666666666667,1.0
9,15,"Serine/threonine-protein kinase MARK 1-4, catalytic domain",2,1,0.06666666666666667,0.5
9,15,"Serine/threonine-protein kinase, active site",21,1,0.06666666666666667,0.047619047619047616
9,15,Small GTP-binding protein domain,67,1,0.06666666666666667,0.014925373134328358
9,15,Small GTPase,49,1,0.06666666666666667,0.02040816326530612
9,15,"Synaptojanin-1/2, RNA recognition motif",1,1,0.06666666666666667,1.0
9,15,"Synaptojanin-2, RNA recognition motif",1,1,0.06666666666666667,1.0
9,15,"Synaptotagmin, SMP domain",2,1,0.06666666666666667,0.5
9,15,Synaptotagmin-like mitochondrial-lipid-binding domain,4,1,0.06666666666666667,0.25
9,15,Ubiquitin-associated domain,10,1,0.06666666666666667,0.1
9,15,"Zinc finger, CCCH-type",8,1,0.06666666666666667,0.125
9,15,Nucleotide-binding alpha-beta plait domain superfamily,126,2,0.13333333333333333,0.015873015873015872
9,15,P-loop containing nucleoside triphosphate hydrolase,269,2,0.13333333333333333,0.007434944237918215
9,15,RNA recognition motif domain,117,2,0.13333333333333333,0.017094017094017096
9,15,RNA-binding domain superfamily,127,2,0.13333333333333333,0.015748031496062992
10,15,Acyl-CoA thioesterase,1,1,0.06666666666666667,1.0
10,15,Acyl-CoA thioesterase II domain,1,1,0.06666666666666667,1.0
10,15,"Acyl-CoA thioesterase, double hotdog domain",1,1,0.06666666666666667,1.0
10,15,"Acyl-CoA thioesterase-like, N-terminal HotDog domain",1,1,0.06666666666666667,1.0
10,15,"Aggrecan/versican, C-type lectin-like domain",1,1,0.06666666666666667,1.0
10,15,Armadillo,16,1,0.06666666666666667,0.0625
10,15,Armadillo-like helical,63,1,0.06666666666666667,0.015873015873015872
10,15,Armadillo-type fold,84,1,0.06666666666666667,0.011904761904761904
10,15,C-type lectin fold,4,1,0.06666666666666667,0.25
10,15,"C-type lectin, conserved site",2,1,0.06666666666666667,0.5
10,15,C-type lectin-like,2,1,0.06666666666666667,0.5
10,15,C-type lectin-like/link domain superfamily,3,1,0.06666666666666667,0.3333333333333333
10,15,Concanavalin A-like lectin/glucanase domain superfamily,28,1,0.06666666666666667,0.03571428571428571
10,15,"Dynamin, N-terminal",8,1,0.06666666666666667,0.125
10,15,Dynamin-type guanine nucleotide-binding (G) domain,8,1,0.06666666666666667,0.125
10,15,EGF-like calcium-binding domain,14,1,0.06666666666666667,0.07142857142857142
10,15,"EGF-like calcium-binding, conserved site",12,1,0.06666666666666667,0.08333333333333333
10,15,EGF-like domain,20,1,0.06666666666666667,0.05
10,15,EGF-type aspartate/asparagine hydroxylation site,12,1,0.06666666666666667,0.08333333333333333
10,15,"Elongation factor 1 beta central acidic region, eukaryote",2,1,0.06666666666666667,0.5
10,15,Fzo/mitofusin HR2 domain,2,1,0.06666666666666667,0.5
10,15,Glycogen/starch/alpha-glucan phosphorylase,1,1,0.06666666666666667,1.0
10,15,Glycoside hydrolase family 47,2,1,0.06666666666666667,0.5
10,15,"Glycosyl transferase, family 35",1,1,0.06666666666666667,1.0
10,15,"HEAT, type 2",8,1,0.06666666666666667,0.125
10,15,HotDog domain superfamily,8,1,0.06666666666666667,0.125
10,15,Immunoglobulin V-set domain,10,1,0.06666666666666667,0.1
10,15,Immunoglobulin subtype,21,1,0.06666666666666667,0.047619047619047616
10,15,Immunoglobulin-like domain,28,1,0.06666666666666667,0.03571428571428571
10,15,Immunoglobulin-like domain superfamily,28,1,0.06666666666666667,0.03571428571428571
10,15,Immunoglobulin-like fold,55,1,0.06666666666666667,0.01818181818181818
10,15,Importin beta family,3,1,0.06666666666666667,0.3333333333333333
10,15,"Importin-beta, N-terminal domain",5,1,0.06666666666666667,0.2
10,15,Kinectin,1,1,0.06666666666666667,1.0
10,15,Large ribosomal subunit protein mL55,1,1,0.06666666666666667,1.0
10,15,Large ribosomal subunit protein mL55 superfamily,1,1,0.06666666666666667,1.0
10,15,Large ribosomal subunit protein uL15,5,1,0.06666666666666667,0.2
10,15,"Large ribosomal subunit protein uL15, bacterial-type",1,1,0.06666666666666667,1.0
10,15,Large ribosomal subunit protein uL15/eL18,10,1,0.06666666666666667,0.1
10,15,Large ribosomal subunit protein uL15/eL18 superfamily,10,1,0.06666666666666667,0.1
10,15,Legume-like lectin,2,1,0.06666666666666667,0.5
10,15,Link domain,2,1,0.06666666666666667,0.5
10,15,Microtubule-associated protein 7 family,2,1,0.06666666666666667,0.5
10,15,Mitofusin family,2,1,0.06666666666666667,0.5
10,15,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.06666666666666667,0.007936507936507936
10,15,P-loop containing nucleoside triphosphate hydrolase,269,1,0.06666666666666667,0.0037174721189591076
10,15,Phosphorylase pyridoxal-phosphate attachment site,1,1,0.06666666666666667,1.0
10,15,RNA recognition motif domain,117,1,0.06666666666666667,0.008547008547008548
10,15,"RNA recognition motif domain, eukaryote",11,1,0.06666666666666667,0.09090909090909091
10,15,RNA-binding domain superfamily,127,1,0.06666666666666667,0.007874015748031496
10,15,Ribosome receptor lysine/proline rich,4,1,0.06666666666666667,0.25
10,15,Seven-hairpin glycosidases,2,1,0.06666666666666667,0.5
10,15,Six-hairpin glycosidase-like superfamily,5,1,0.06666666666666667,0.2
10,15,Stimulator of interferon genes protein,1,1,0.06666666666666667,1.0
10,15,"Stimulator of interferon genes protein, C-terminal",1,1,0.06666666666666667,1.0
10,15,"Stimulator of interferon genes protein, C-terminal domain superfamily",1,1,0.06666666666666667,1.0
10,15,Sushi/SCR/CCP domain,1,1,0.06666666666666667,1.0
10,15,Sushi/SCR/CCP superfamily,1,1,0.06666666666666667,1.0
10,15,"TIAR, RNA recognition motif 1",2,1,0.06666666666666667,0.5
10,15,"TIAR, RNA recognition motif 2",2,1,0.06666666666666667,0.5
10,15,"TIAR, RNA recognition motif 3",2,1,0.06666666666666667,0.5
10,15,"Translation elongation factor EF1B, beta/delta chains, conserved site",2,1,0.06666666666666667,0.5
10,15,"Translation elongation factor EF1B, beta/delta subunit",2,1,0.06666666666666667,0.5
10,15,"Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain",2,1,0.06666666666666667,0.5
10,15,Translation elongation factor EF1B/small ribosomal subunit protein bS6,3,1,0.06666666666666667,0.3333333333333333
10,15,Translation elongation factor eEF-1beta-like superfamily,2,1,0.06666666666666667,0.5
10,15,"Translocon-associated protein (TRAP), alpha subunit",1,1,0.06666666666666667,1.0
10,15,"VIP36, lectin domain",1,1,0.06666666666666667,1.0
11,12,Armadillo-like helical,63,1,0.08333333333333333,0.015873015873015872
11,12,Armadillo-type fold,84,1,0.08333333333333333,0.011904761904761904
11,12,CH domain superfamily,30,1,0.08333333333333333,0.03333333333333333
11,12,Calponin homology domain,30,1,0.08333333333333333,0.03333333333333333
11,12,Calponin repeat,3,1,0.08333333333333333,0.3333333333333333
11,12,Calponin/LIMCH1,2,1,0.08333333333333333,0.5
11,12,Chaperone J-domain superfamily,17,1,0.08333333333333333,0.058823529411764705
11,12,Heat shock chaperonin-binding,3,1,0.08333333333333333,0.3333333333333333
11,12,"Helicase superfamily 1/2, ATP-binding domain",43,1,0.08333333333333333,0.023255813953488372
11,12,"Helicase, C-terminal domain-like",43,1,0.08333333333333333,0.023255813953488372
11,12,Kinesin motor domain,2,1,0.08333333333333333,0.5
11,12,Kinesin motor domain superfamily,19,1,0.08333333333333333,0.05263157894736842
11,12,"Kinesin motor domain, conserved site",2,1,0.08333333333333333,0.5
11,12,Kinesin-like protein,2,1,0.08333333333333333,0.5
11,12,"Matrin/U1-C, C2H2-type zinc finger",3,1,0.08333333333333333,0.3333333333333333
11,12,Mitochondrial import inner membrane translocase subunit Tim16,1,1,0.08333333333333333,1.0
11,12,"Mot1, ATP-binding domain",1,1,0.08333333333333333,1.0
11,12,"Mot1, central domain",1,1,0.08333333333333333,1.0
11,12,Nicalin,1,1,0.08333333333333333,1.0
11,12,Nucleotide-binding alpha-beta plait domain superfamily,126,1,0.08333333333333333,0.007936507936507936
11,12,PABC (PABP) domain,2,1,0.08333333333333333,0.5
11,12,"PABP, RNA recognition motif 1",2,1,0.08333333333333333,0.5
11,12,"PABP, RNA recognition motif 2",2,1,0.08333333333333333,0.5
11,12,Peptidase M28,3,1,0.08333333333333333,0.3333333333333333
11,12,"Peptidase S53, activation domain",2,1,0.08333333333333333,0.5
11,12,Peptidase S8/S53 domain,2,1,0.08333333333333333,0.5
11,12,Peptidase S8/S53 domain superfamily,2,1,0.08333333333333333,0.5
11,12,"Polyadenylate binding protein, human types 1, 2, 3, 4",2,1,0.08333333333333333,0.5
11,12,Polyadenylate-binding protein/Hyperplastic disc protein,2,1,0.08333333333333333,0.5
11,12,Protein wntless,1,1,0.08333333333333333,1.0
11,12,"RAD23A/RAD23B, UBA1 domain",1,1,0.08333333333333333,1.0
11,12,RNA recognition motif domain,117,1,0.08333333333333333,0.008547008547008548
11,12,"RNA recognition motif domain, eukaryote",11,1,0.08333333333333333,0.09090909090909091
11,12,RNA-binding domain superfamily,127,1,0.08333333333333333,0.007874015748031496
11,12,Ribosomal RNA processing protein 1,3,1,0.08333333333333333,0.3333333333333333
11,12,"SDE2-like, C-terminal domain",1,1,0.08333333333333333,1.0
11,12,SF3A3 domain,1,1,0.08333333333333333,1.0
11,12,"SNF2, N-terminal",8,1,0.08333333333333333,0.125
11,12,"SNF2-like, N-terminal domain superfamily",8,1,0.08333333333333333,0.125
11,12,"SNF2/RAD5-like, C-terminal helicase domain",8,1,0.08333333333333333,0.125
11,12,Sedolisin domain,2,1,0.08333333333333333,0.5
11,12,Smooth muscle protein/calponin,4,1,0.08333333333333333,0.25
11,12,"Splicing factor SF3a60 /Prp9 subunit, C-terminal",1,1,0.08333333333333333,1.0
11,12,Splicing factor SF3a60 binding domain,1,1,0.08333333333333333,1.0
11,12,TATA-binding protein-associated factor Mot1,1,1,0.08333333333333333,1.0
11,12,UBA-like superfamily,12,1,0.08333333333333333,0.08333333333333333
11,12,UV excision repair protein Rad23,1,1,0.08333333333333333,1.0
11,12,Ubiquitin-associated domain,10,1,0.08333333333333333,0.1
11,12,Ubiquitin-like domain,10,1,0.08333333333333333,0.1
11,12,Ubiquitin-like domain superfamily,22,1,0.08333333333333333,0.045454545454545456
11,12,"Wntless-like, transmembrane domain",2,1,0.08333333333333333,0.5
11,12,XPC-binding domain,1,1,0.08333333333333333,1.0
11,12,XPC-binding domain superfamily,1,1,0.08333333333333333,1.0
11,12,P-loop containing nucleoside triphosphate hydrolase,269,3,0.25,0.011152416356877323
12,13,14-3-3 domain,7,1,0.07692307692307693,0.14285714285714285
12,13,14-3-3 domain superfamily,7,1,0.07692307692307693,0.14285714285714285
12,13,14-3-3 protein,7,1,0.07692307692307693,0.14285714285714285
12,13,"14-3-3 protein, conserved site",7,1,0.07692307692307693,0.14285714285714285
12,13,"Actinin-type actin-binding domain, conserved site",17,1,0.07692307692307693,0.058823529411764705
12,13,CH domain superfamily,30,1,0.07692307692307693,0.03333333333333333
12,13,Calponin homology domain,30,1,0.07692307692307693,0.03333333333333333
12,13,"DNA repair protein XRCC4-like, C-terminal",3,1,0.07692307692307693,0.3333333333333333
12,13,Dystrophin/utrophin,2,1,0.07692307692307693,0.5
12,13,"EF-hand domain, type 1",2,1,0.07692307692307693,0.5
12,13,"EF-hand domain, type 2",2,1,0.07692307692307693,0.5
12,13,FG-GAP repeat,7,1,0.07692307692307693,0.14285714285714285
12,13,"IQ motif, EF-hand binding site",18,1,0.07692307692307693,0.05555555555555555
12,13,Integrin alpha beta-propellor,7,1,0.07692307692307693,0.14285714285714285
12,13,Integrin alpha chain,7,1,0.07692307692307693,0.14285714285714285
12,13,"Integrin alpha chain, C-terminal cytoplasmic region, conserved site",6,1,0.07692307692307693,0.16666666666666666
12,13,"Integrin alpha, N-terminal",7,1,0.07692307692307693,0.14285714285714285
12,13,"Integrin alpha, first immunoglubulin-like domain",6,1,0.07692307692307693,0.16666666666666666
12,13,"Integrin alpha, second immunoglobulin-like domain",7,1,0.07692307692307693,0.14285714285714285
12,13,"Integrin alpha, third immunoglobulin-like domain",6,1,0.07692307692307693,0.16666666666666666
12,13,Integrin domain superfamily,13,1,0.07692307692307693,0.07692307692307693
12,13,Kinesin motor domain superfamily,19,1,0.07692307692307693,0.05263157894736842
12,13,Large ribosomal subunit protein eL22,2,1,0.07692307692307693,0.5
12,13,Large ribosomal subunit protein eL22 superfamily,2,1,0.07692307692307693,0.5
12,13,Marvel domain,3,1,0.07692307692307693,0.3333333333333333
12,13,Mitochondrial carrier domain superfamily,23,1,0.07692307692307693,0.043478260869565216
12,13,Mitochondrial carrier protein,18,1,0.07692307692307693,0.05555555555555555
12,13,Mitochondrial substrate/solute carrier,23,1,0.07692307692307693,0.043478260869565216
12,13,"Myosin S1 fragment, N-terminal",10,1,0.07692307692307693,0.1
12,13,"Myosin head, motor domain",17,1,0.07692307692307693,0.058823529411764705
12,13,Myosin tail,9,1,0.07692307692307693,0.1111111111111111
12,13,"Myosin, N-terminal, SH3-like",12,1,0.07692307692307693,0.08333333333333333
12,13,NAD(P)-binding domain superfamily,56,1,0.07692307692307693,0.017857142857142856
12,13,"Peroxisomal 2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing]",2,1,0.07692307692307693,0.5
12,13,Short-chain dehydrogenase/reductase SDR,24,1,0.07692307692307693,0.041666666666666664
12,13,"Signal recognition particle receptor, beta subunit",2,1,0.07692307692307693,0.5
12,13,Small GTP-binding protein domain,67,1,0.07692307692307693,0.014925373134328358
12,13,Small GTPase,49,1,0.07692307692307693,0.02040816326530612
12,13,"Small GTPase, Ras-type",12,1,0.07692307692307693,0.08333333333333333
12,13,Sodium:dicarboxylate symporter,1,1,0.07692307692307693,1.0
12,13,Sodium:dicarboxylate symporter superfamily,1,1,0.07692307692307693,1.0
12,13,"Sodium:dicarboxylate symporter, conserved site",1,1,0.07692307692307693,1.0
12,13,Spectrin repeat,11,1,0.07692307692307693,0.09090909090909091
12,13,Spectrin/alpha-actinin,19,1,0.07692307692307693,0.05263157894736842
12,13,Synaptophysin/synaptoporin,1,1,0.07692307692307693,1.0
12,13,Tropomyosin,2,1,0.07692307692307693,0.5
12,13,WW domain,11,1,0.07692307692307693,0.09090909090909091
12,13,WW domain superfamily,10,1,0.07692307692307693,0.1
12,13,"Zinc finger, ZZ-type",5,1,0.07692307692307693,0.2
12,13,"Zinc finger, ZZ-type superfamily",5,1,0.07692307692307693,0.2
12,13,EF-hand domain,61,2,0.15384615384615385,0.03278688524590164
12,13,EF-hand domain pair,68,3,0.23076923076923078,0.04411764705882353
12,13,P-loop containing nucleoside triphosphate hydrolase,269,3,0.23076923076923078,0.011152416356877323
13,34,"ACAD9/ACADV-like, C-terminal domain",2,1,0.029411764705882353,0.5
13,34,ADF-H/Gelsolin-like domain superfamily,8,1,0.029411764705882353,0.125
13,34,"AMP-binding enzyme, C-terminal domain",3,1,0.029411764705882353,0.3333333333333333
13,34,"AMP-binding enzyme, C-terminal domain superfamily",4,1,0.029411764705882353,0.25
13,34,"AMP-binding, conserved site",6,1,0.029411764705882353,0.16666666666666666
13,34,AMP-dependent synthetase/ligase domain,6,1,0.029411764705882353,0.16666666666666666
13,34,"ANL, N-terminal domain",6,1,0.029411764705882353,0.16666666666666666
13,34,"ATPase, nucleotide binding domain",17,1,0.029411764705882353,0.058823529411764705
13,34,"Actinin-type actin-binding domain, conserved site",17,1,0.029411764705882353,0.058823529411764705
13,34,"Acyl-CoA dehydrogenase, conserved site",5,1,0.029411764705882353,0.2
13,34,"Acyl-CoA dehydrogenase-like, C-terminal",6,1,0.029411764705882353,0.16666666666666666
13,34,"Acyl-CoA dehydrogenase/oxidase, C-terminal",6,1,0.029411764705882353,0.16666666666666666
13,34,"Acyl-CoA dehydrogenase/oxidase, N-terminal",6,1,0.029411764705882353,0.16666666666666666
