group,domain,Interpro ID,domain_count
54,"WW domain superfamily//WW domain//HECT domain//E3 ubiquitin-protein ligase, SMURF1 type//HECT, E3 ligase catalytic domain//Thermonuclease active site//Aspartate carbamoyltransferase//Dihydroorotase, conserved site//Carbamoyl-phosphate synthase small subunit, N-terminal domain//OAR domain//Nucleoporin, Nup155-like//ER membrane protein complex subunit 8/9//Carbamoyl-phosphate synthetase, large subunit oligomerisation domain//Carbamoyl-phosphate synthase large subunit, CPSase domain//Aspartate/ornithine carbamoyltransferase//Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain//Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding//Carbamoyl-phosphate synthase, small subunit//Carbamoyl-phosphate synthase, large subunit//Methylglyoxal synthase-like domain//UME domain//ATP-grasp fold, subdomain 1//Nucleoporin, Nup133/Nup155-like, N-terminal//Staphylococcal nuclease (SNase-like), OB-fold//RNA-induced silencing complex, nuclease component Tudor-SN//Glutamine amidotransferase//Band 7/stomatin-like, conserved site//Nucleoporin Nup188, N-terminal//Nucleoporin Nup186/Nup192/Nup205//Class I glutamine amidotransferase-like//SNase-like, OB-fold superfamily//Carbamoyl-phosphate synthase small subunit, GATase1 domain//Carbamoyl-phosphate synthase small subunit, N-terminal domain superfamily//Carbamoyl-phosphate synthetase, large subunit oligomerisation domain superfamily//Aspartate/ornithine carbamoyltransferase superfamily//Methylglyoxal synthase-like domain superfamily//Sec24-like, trunk domain//Bcl-2-like protein 13//Nucleoporin, Nup155-like, C-terminal, subdomain 1//Nucleoporin, Nup155-like, C-terminal, subdomain 2//Nucleoporin, Nup155-like, C-terminal, subdomain 3//Band-7 stomatin-like//Paired mesoderm homeobox protein 1/2//Nucleoporin Nup188//Far upstream element-binding protein 2, second type I K homology domain//Far upstream element-binding protein 2, third type I K homology domain//Far upstream element-binding protein 2, fourth type I K homology domain//Far upstream element-binding protein 2, first type I K homology domain//Tudor domain-containing protein 11, Tudor domain//Nucleoporin Nup188, N-terminal subdomain III",IPR036020//IPR001202//IPR000569//IPR024928//IPR035983//IPR002071//IPR002082//IPR002195//IPR002474//IPR003654//IPR004870//IPR005366//IPR005480//IPR005483//IPR006130//IPR006131//IPR006132//IPR006274//IPR006275//IPR011607//IPR012993//IPR013815//IPR014908//IPR016071//IPR016685//IPR017926//IPR018080//IPR018864//IPR021827//IPR029062//IPR035437//IPR035686//IPR036480//IPR036897//IPR036901//IPR036914//IPR041742//IPR042398//IPR042533//IPR042537//IPR042538//IPR043202//IPR043378//IPR044840//IPR047369//IPR047370//IPR047371//IPR047372//IPR047386//IPR048883,50
55,"Protein-L-isoaspartate(D-aspartate) O-methyltransferase//cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain//GRASP55/65//cAMP-dependent protein kinase regulatory subunit//Cyclic nucleotide-binding, conserved site//GRASP-type PDZ domain//GRIP domain//Cyclic nucleotide-binding domain//Cyclic nucleotide-binding domain superfamily//RmlC-like jelly roll fold",IPR000682//IPR003117//IPR007583//IPR012198//IPR018488//IPR024958//IPR000237//IPR000595//IPR018490//IPR014710,10
56,"Solute carrier family 25 member 16-like//GPCR, family 2, extracellular hormone receptor domain//GPCR, family 2, brain-specific angiogenesis inhibitor//GAIN domain, N-terminal//GPCR family 2, extracellular hormone receptor domain superfamily//Pre-mRNA-processing factor Prp40//Adhesion G protein-coupled receptor B, N-terminal domain//HEAT repeat//DEAD box protein 17, ATP-binding domain//GPS motif//GPCR, family 2, secretin-like//FF domain//GPCR, family 2-like, 7TM//GPCR, family 2, secretin-like, conserved site//Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain//Metaxin, glutathione S-transferase domain//FF domain superfamily//GAIN domain superfamily//Thrombospondin type-1 (TSP1) repeat//Thrombospondin type-1 (TSP1) repeat superfamily",IPR002167//IPR001879//IPR008077//IPR032471//IPR036445//IPR039726//IPR043838//IPR000357//IPR046330//IPR000203//IPR000832//IPR002713//IPR017981//IPR017983//IPR019564//IPR033468//IPR036517//IPR046338//IPR000884//IPR036383,20
57,"Acyltransferase ChoActase/COT/CPT//Ribosomal RNA small subunit methyltransferase H//Tapasin//S-adenosyl-L-methionine-dependent methyltransferase, MraW, recognition domain superfamily//Carnitine O-palmitoyltransferase, N-terminal//MAN1, RNA recognition motif//Choline/carnitine acyltransferase domain//Choline/Carnitine o-acyltransferase, domain 2//Protein spinster-like",IPR000542//IPR002903//IPR008056//IPR023397//IPR032476//IPR034394//IPR039551//IPR042231//IPR044770,9
58,"RNA polymerase II, heptapeptide repeat, eukaryotic//RNA polymerase, alpha subunit//PAP/25A-associated//Peptidyl-tRNA hydrolase, PTH2//Polycystic kidney disease type 2 protein//Large ribosomal subunit protein uL13, eukaryotic/archaeal//RNA polymerase, N-terminal//RNA polymerase Rpb1, domain 3//RNA polymerase Rpb1, domain 7//RNA polymerase Rpb1, domain 6//RNA polymerase Rpb1, domain 1//RNA polymerase Rpb1, domain 5//RNA polymerase Rpb1, domain 4//Polycystin cation channel, PKD1/PKD2//Peptidyl-tRNA hydrolase II domain superfamily//ELO family, conserved site//Elongation of very long chain fatty acids protein 1//SR140, RNA recognition motif//RNA polymerase Rpb1, funnel domain superfamily//RNA polymerase Rpb1, domain 7 superfamily//RL domain//RNA polymerase Rpb1, domain 3 superfamily//Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1//Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1-like//RNA polymerase Rpb1, clamp domain superfamily//DNA-directed RNA polymerase, subunit beta-prime//Polycystin domain//U2-associated protein SR140, cwf21 domain",IPR000684//IPR000722//IPR002058//IPR002833//IPR003915//IPR005755//IPR006592//IPR007066//IPR007073//IPR007075//IPR007080//IPR007081//IPR007083//IPR013122//IPR023476//IPR030457//IPR033681//IPR035009//IPR038120//IPR038593//IPR041252//IPR042102//IPR042165//IPR044596//IPR044893//IPR045867//IPR046791//IPR047488,28
59,"Glycosyl transferase, family 43//Mitochondrial import inner membrane translocase subunit Tim21//Tim21 IMS domain superfamily//RNA-binding protein FXR2, second Tudor-like Agenet domain//RNA-binding protein FXR2, first Tudor-like Agenet domain//RNA-binding protein FXR2, first type I K homology domain//RNA-binding protein FXR2, second type I K homology domain//Protein of unknown function DUF3512//Fragile X-related protein 1, C-terminal region 1",IPR005027//IPR013261//IPR038552//IPR047420//IPR047421//IPR047422//IPR047424//IPR021900//IPR032172,9
6,"Serine hydroxymethyltransferase//Calcium-activated potassium channel BK, alpha subunit//Glutamate-tRNA ligase, bacterial/mitochondrial//Aminoacyl-tRNA synthetase, class I, anticodon-binding superfamily//Serine hydroxymethyltransferase, pyridoxal phosphate binding site//Aminoacyl-tRNA synthetase, class I, anticodon-binding domain, subdomain 2//BRI3-binding protein//Glutamyl-tRNA synthetase//Ephrin type-A receptor 2, ligand binding domain//Serine hydroxymethyltransferase-like domain//Rab21//Aminoacyl-tRNA synthetase, class I, anticodon-binding//Calcium-activated potassium channel slowpoke-like//Ca2+-activated K+ channel Slowpoke-like, C-terminal domain//Ephrin receptor ligand binding domain//Tyrosine-protein kinase, receptor class V, conserved site//Ephrin receptor type-A /type-B//Ephrin receptor, transmembrane domain//Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase//SAB domain//Band 4.1, C-terminal//Peptidase M1, membrane alanine aminopeptidase//FERM adjacent//ERAP1-like C-terminal domain//Peptidase M4/M1, CTD superfamily//Aminopeptidase N-type//Aminopeptidase N-like , N-terminal domain superfamliy//Aminopeptidase N-like , N-terminal domain",IPR001085//IPR003929//IPR004527//IPR008925//IPR019798//IPR020751//IPR033367//IPR033910//IPR034263//IPR039429//IPR041833//IPR045462//IPR047871//IPR048735//IPR001090//IPR001426//IPR016257//IPR027936//IPR001930//IPR007477//IPR008379//IPR014782//IPR014847//IPR024571//IPR027268//IPR034016//IPR042097//IPR045357,28
60,"Signal recognition particle, SRP14 subunit//Proline-tRNA ligase, class IIa, archaeal-type//Glutamyl-tRNA synthetase, archaeal/eukaryotic cytosolic//A-kinase anchoring protein 95 (AKAP95)//Actin-related protein 2/3 complex subunit 3//Micro-fibrillar-associated protein 1, C-terminal//Proline-tRNA ligase, class II, C-terminal//Prolyl-tRNA synthetase, class II//DC-UbP/UBTD2, N-terminal domain//Microfibrillar-associated protein 1//Prolyl-tRNA synthetase, catalytic domain//Zinc finger C2H2 AKAP95-type//Actin-related protein 2/3 complex subunit 3 superfamily//DC-UbP/UBTD2, N-terminal domain superfamily//Ubiquitin domain-containing protein 1/2",IPR003210//IPR004499//IPR004526//IPR007071//IPR007204//IPR009730//IPR016061//IPR017449//IPR032752//IPR033194//IPR033721//IPR034736//IPR036753//IPR038169//IPR039869,15
61,"Zinc finger, PARP-type//Cytochrome b-c1 complex subunit Rieske, transmembrane domain//Paralemmin//Rieske iron-sulphur protein, C-terminal//Ubiquinol-cytochrome c reductase, iron-sulphur subunit//Large ribosomal subunit protein uL11, bacterial-type//Poly [ADP-ribose] polymerase//WGR domain//Globular protein, non-globular alpha/beta subunit//Coatomer beta subunit, C-terminal//PARP1-like, PADR1 domain, zinc ribbon fold//Exportin-1/Importin-beta-like//Rieske iron-sulphur protein//Exportin-1, C-terminal//Ubiquinol-cytochrome c reductase iron-sulphur subunit, N-terminal//Coatomer beta subunit (COPB1)//Guided entry of tail-anchored proteins factor CAMLG//Rieske [2Fe-2S] iron-sulphur domain//TATA element modulatory factor 1, TATA binding//TATA element modulatory factor 1 DNA binding//Coatomer beta subunit, appendage platform domain//Band 4.1-like protein 3, FERM domain, F1 sub-domain//Rieske [2Fe-2S] iron-sulphur domain superfamily//WGR domain superfamily//Zinc finger, PARP-type superfamily//Cytochrome bc1 complex subunit Rieske, transmembrane domain superfamily//PADR1, C-terminal domain superfamily//Exportin-1, repeat 3//Chromosome region maintenance repeat//Exportin-1, repeat 2//Exportin-1/5//PARP1-like, PADR1 domain, N-terminal helical subdomain",IPR001510//IPR004192//IPR004965//IPR005805//IPR006317//IPR006519//IPR008288//IPR008893//IPR011070//IPR011710//IPR012982//IPR013598//IPR014349//IPR014877//IPR015248//IPR016460//IPR016719//IPR017941//IPR022091//IPR022092//IPR029446//IPR030691//IPR036922//IPR036930//IPR036957//IPR037008//IPR038650//IPR040485//IPR041123//IPR041235//IPR045065//IPR049296,32
62,"Netrin domain//Small-subunit processome, Utp14//Tissue inhibitor of metalloproteinases-like, OB-fold//Galactose oxidase/kelch, beta-propeller//Frizzled/secreted frizzled-related protein//Netrin module, non-TIMP type//Frizzled domain//Peroxiredoxin-like 2A/B/C//Frizzled cysteine-rich domain superfamily//SFRP1, cysteine-rich domain//TPP-binding enzyme, conserved site//Thiamine pyrophosphate enzyme, TPP-binding//Thiamine pyrophosphate enzyme, central domain//Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain//Thiamine pyrophosphate enzyme",IPR001134//IPR006709//IPR008993//IPR011043//IPR015526//IPR018933//IPR020067//IPR032801//IPR036790//IPR041760//IPR000399//IPR011766//IPR012000//IPR012001//IPR045229,15
63,"Peptidase M48//Small ribosomal subunit protein uS19//Arylesterase//Small ribosomal subunit protein uS19, eukaryotic/archaeal//Paraoxonase2//Actin-related protein 2/3 complex subunit 4//Small ribosomal subunit protein uS19, conserved site//Small ribosomal subunit protein uS19, superfamily//CAAX prenyl protease 1//CAAX prenyl protease 1, N-terminal//Arp2/3 complex subunit 2/4//Major sperm protein (MSP) domain//PapD-like superfamily//Vesicle-associated membrane-protein-associated protein",IPR001915//IPR002222//IPR002640//IPR005713//IPR008364//IPR008384//IPR020934//IPR023575//IPR027057//IPR032456//IPR034666//IPR000535//IPR008962//IPR016763,14
64,"Large ribosomal subunit protein mL64//Coatomer delta subunit//BAG family molecular chaperone regulator 2//Large ribosomal subunit protein mL64 domain superfamily//Fatty acid desaturase type 1, conserved site//BAG domain//FACT complex subunit Spt16 domain//Acyl-CoA desaturase//FACT complex subunit Spt16, N-terminal lobe domain//Creatinase/Aminopeptidase P/Spt16, N-terminal//FACT complex subunit Spt16, peptidase M24-like domain//FACT complex subunit Spt16//FACT complex subunit SPT16, C-terminal domain//Peptidase M24//Histone chaperone RTT106/FACT complex subunit SPT16-like, middle domain//Mu homology domain//Creatinase/aminopeptidase-like//AP-2 complex subunit mu, C-terminal superfamily",IPR018472//IPR027059//IPR037689//IPR043035//IPR001522//IPR003103//IPR013953//IPR015876//IPR029148//IPR029149//IPR033825//IPR040258//IPR048969//IPR000994//IPR013719//IPR028565//IPR036005//IPR036168,18
65,"Proteasome component (PCI) domain//NADH:ubiquinone oxidoreductase, 30kDa subunit//SUI1 domain//Eukaryotic translation initiation factor SUI1//Schlafen, AlbA_2 domain//Helicase domain//HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase//Putative DNA-binding domain superfamily//NADH dehydrogenase, subunit C//tRNA(Met) cytidine acetyltransferase TmcA, N-terminal//Purine 5'-nucleotidase//Schlafen group 3-like, DNA/RNA helicase domain//26S proteasome regulatory subunit Rpn7/COP9 signalosome complex subunit 1//NADH:ubiquinone oxidoreductase, 30kDa subunit, conserved site//Eukaryotic translation initiation factor 3 subunit M//Possible tRNA binding domain//Schlafen family//Poxin-Schlafen/Schlafen-like, N-terminal domain//TmcA/NAT10/Kre33//RNA cytidine acetyltransferase NAT10//RBM14, RNA recognition motif 1//RBM14, RNA recognition motif 2//Dolichyl-phosphate beta-glucosyltransferase//BAG domain superfamily//SUI1 domain superfamily//XPA domain superfamily//NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily//Schlafen, AlbA_2 domain superfamily//Molecular chaperone regulator BAG//Proton-coupled zinc antiporter SLC30A9//eIF3 subunit M, C-terminal helix domain//26S proteasome regulatory subunit Rpn7, N-terminal//Eukaryotic translation initiation factor 3 subunit M eIF3m/COP9 signalosome complex subunit 7 COPS7//Schlafen, GTPase-like domain//26S proteasome regulatory subunit RPN7/PSMD6, C-terminal helix",IPR000717//IPR001268//IPR001950//IPR005874//IPR007421//IPR007807//IPR008380//IPR009061//IPR010218//IPR013562//IPR016695//IPR018647//IPR019585//IPR020396//IPR027528//IPR027992//IPR029684//IPR031450//IPR032672//IPR033688//IPR034506//IPR034507//IPR035518//IPR036533//IPR036877//IPR037129//IPR037232//IPR038461//IPR039773//IPR040177//IPR040750//IPR045135//IPR045237//IPR048729//IPR049549,35
66,"Tyrosine-protein kinase, receptor class III, conserved site//Phosphatidylserine decarboxylase-related//Hydantoinase/dihydropyrimidinase//Platelet-derived growth factor receptor beta//Phosphatidylserine decarboxylase, bacterial/eukaryotic//Phosphatidylserine decarboxylase, eukaryotic type 1//Transmembrane protein 109//Amidohydrolase-related//Metal-dependent hydrolase, composite domain superfamily//Immunoglobulin//Metal-dependent hydrolase",IPR001824//IPR003817//IPR011778//IPR027288//IPR033177//IPR033661//IPR039492//IPR006680//IPR011059//IPR013151//IPR032466,11
67,"CTF transcription factor/nuclear factor 1//Osteonectin-like, conserved site//MAD homology 1, Dwarfin-type//Follistatin-like, N-terminal//Glycosyl hydrolase, family 13, catalytic domain//Srp40, C-terminal//Cytochrome P450, E-class, group I, CYP2D-like//T-complex protein 1, alpha subunit//Cytochrome c oxidase biogenesis protein Cmc1-like//Follistatin/Osteonectin EGF domain//Transmembrane protein 214//CTF transcription factor/nuclear factor 1, N-terminal//CTF transcription factor/nuclear factor 1, conserved site//CTF transcription factor/nuclear factor 1, DNA-binding domain//Solute carrier family 3 member 2, N-terminal domain//MIA2, SH3 domain//SPARC, follistatin-like domain//Nopp140-like//Amino acid transporter heavy chain SLC3A2",IPR000647//IPR001999//IPR003619//IPR003645//IPR006047//IPR007718//IPR008069//IPR012715//IPR013892//IPR015369//IPR019308//IPR019548//IPR019739//IPR020604//IPR031984//IPR035555//IPR037641//IPR039191//IPR042280,19
68,"G-protein alpha subunit, group S//Leucine-rich repeat N-terminal domain//Annexin A1//tRNA-binding domain//Calcium uniporter protein, C-terminal//Neuroendocrine secretory protein 55//Eukaryotic translation initiation factor 3 subunit G//Atypical dual specificity phosphatase, subfamily A//Eukaryotic translation initiation factor 3 subunit G, N-terminal//Isobutyryl-CoA dehydrogenase//eIF3G, RNA recognition motif//MCU family",IPR000367//IPR000372//IPR002388//IPR002547//IPR006769//IPR009434//IPR017334//IPR020405//IPR024675//IPR034178//IPR034240//IPR039055,12
69,"Galactose mutarotase-like domain superfamily//ZU5 domain//Glycosyl hydrolase, all-beta//C2 domain superfamily",IPR011013//IPR000906//IPR013780//IPR035892,4
7,"Pyrroline-5-carboxylate reductase//Pyrroline-5-carboxylate reductase, dimerisation domain//Pyrroline-5-carboxylate reductase, catalytic, N-terminal//6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily//NAD(P)-binding domain superfamily//3-oxo-5-alpha-steroid 4-dehydrogenase, C-terminal//MD-2-related lipid-recognition domain//PRP1 splicing factor, N-terminal//Alpha-(1,6)-fucosyltransferase//Large ribosomal subunit protein mL50//Uncharacterised protein family TMEM39//Glycosyltransferase family 23 (GT23) domain//Eukaryotic translation initiation factor 3 subunit H//Npc2 like, ML domain//Alpha-(1,6)-fucosyltransferase, SH3 domain//3-oxo-5-alpha-steroid 4-dehydrogenase/very-long-chain enoyl-CoA reductase//Sterol transport protein NPC2-like//Pre-mRNA-splicing factor Syf1-like//Alpha-(1,6)-fucosyltransferase, N- and catalytic domain//eIF3h, C-terminal//TECR-like, N-terminal domain",IPR000304//IPR029036//IPR028939//IPR008927//IPR036291//IPR001104//IPR003172//IPR010491//IPR015827//IPR018305//IPR019397//IPR027350//IPR027524//IPR033916//IPR035653//IPR039357//IPR039670//IPR045075//IPR045573//IPR045810//IPR049127,21
70,"Nucleoporin, Nup133/Nup155-like, C-terminal//Gamma-tubulin complex component protein//Nuclear pore complex protein Nup133-like//Gamma tubulin complex component, C-terminal//Gamma tubulin complex component protein, N-terminal//Gamma-tubulin complex component, C-terminal domain superfamily//Phospholipase/carboxylesterase/thioesterase",IPR007187//IPR007259//IPR037624//IPR040457//IPR041470//IPR042241//IPR003140,7
71,"Translation initiation factor IF6//Mitochondrial glycoprotein//Transmembrane protein 230/134//Eukaryotic translation initiation factor 3 subunit B//Translation initiation factor, beta propellor-like domain//Eukaryotic translation initiation factor 3 subunit E//Eukaryotic translation initiation factor 3 subunit E, N-terminal//Dynein associated protein//WD repeat-containing protein 18, C-terminal domain//Large ribosomal subunit protein uL10, eukaryotes//Small nuclear ribonucleoprotein D1//eIF3B, RNA recognition motif//GRSF-1, RNA recognition motif 2//GRSF-1, RNA recognition motif 1//GRSF-1, RNA recognition motif 3//Mitochondrial glycoprotein superfamily//Transcription factor CP2, SAM domain//Transmembrane protein 230//WD repeat-containing protein WDR18/Ipi3/RID3",IPR002769//IPR003428//IPR008590//IPR011400//IPR013979//IPR016650//IPR019010//IPR022157//IPR026987//IPR030670//IPR034102//IPR034363//IPR034424//IPR034425//IPR034426//IPR036561//IPR037599//IPR044234//IPR045227,19
72,"DNA mismatch repair, conserved site//Solute carrier family 25 member 16-like//GAR domain//GAR domain superfamily",IPR014762//IPR002167//IPR003108//IPR036534,4
73,"FACT complex subunit SSRP1/POB3//Elongation factor 1B gamma, C-terminal//Translation initiation factor IF2/IF5 domain//Nuclear pore protein 84/107//Aspartyl/asparaginy/proline hydroxylase//Aspartyl beta-hydroxylase/Triadin domain//Ubiquitin E2 variant, N-terminal//T-complex protein 1, zeta subunit//Ubiquitin-conjugating enzyme/RWD-like//Translation initiation factor IF2/IF5, N-terminal//Translation initiation factor IF2/IF5, zinc-binding//Steadiness box (SB) domain//SSRP1, dimerization domain//Cleavage and polyadenylation specificity factor 2, C-terminal//Cleavage and polyadenylation specificity factor subunit 2//Isopenicillin N synthase-like superfamily//Small integral membrane protein 20//INTS6/SAGE1/DDX26B/CT45, C-terminal//IMS import disulfide relay-system, CHCH-CHCH-like Cx9C//FACT complex subunit SSRP1/POB3, N-terminal PH domain//CPSF2, metallo-hydrolase domain//Elongation factor EF1B gamma, C-terminal domain superfamily//ESCRT assembly domain//SSRP1 domain superfamily//Aspartyl/asparaginyl beta-hydroxylase family//BZW1/2, W2 domain//Translation initiation factor IF2/IF5//FACT complex subunit SSRP1, C-terminal domain//FACT complex subunit SSRP1-like, first PH domain",IPR000969//IPR001662//IPR002735//IPR007252//IPR007803//IPR007943//IPR008883//IPR012722//IPR016135//IPR016189//IPR016190//IPR017916//IPR024954//IPR025069//IPR027075//IPR027443//IPR027917//IPR029307//IPR031731//IPR035417//IPR035639//IPR036433//IPR037202//IPR038167//IPR039038//IPR043510//IPR045196//IPR048985//IPR048993,29
74,"Fragile X messenger ribonucleoprotein 1, C-terminal region 2//Fragile X messenger ribonucleoprotein 1, first Tudor-like Agenet domain//Fragile X messenger ribonucleoprotein 1, second Tudor-like Agenet domain//Fragile X messenger ribonucleoprotein 1, first type I K homology domain//Fragile X messenger ribonucleoprotein 1, second type I K homology domain//Translation elongation factor EFG/EF2, domain IV//Elongation Factor G, domain II//Elongation factor EFG, domain V-like//Agenet-like domain//Fragile X messenger ribonucleoprotein 1-like, C-terminal core//Tr-type G domain, conserved site//EF-G domain III/V-like//Fragile X messenger ribonucleoprotein 1//Synaptic functional regulator FMRP, KH0 domain//FMR1, tudor domain//Translation elongation factor EFTu-like, domain 2//Translational (tr)-type GTP-binding domain",IPR032196//IPR047431//IPR047436//IPR047438//IPR047440//IPR005517//IPR041095//IPR000640//IPR008395//IPR022034//IPR031157//IPR035647//IPR040148//IPR040472//IPR041560//IPR004161//IPR000795,17
76,"P-type ATPase//P-type ATPase, A domain superfamily//P-type ATPase, phosphorylation site//P-type ATPase, transmembrane domain superfamily//P-type ATPase, cytoplasmic domain N//P-type ATPase, haloacid dehalogenase domain//HAD superfamily//HAD-like superfamily//Small ribosomal subunit protein bS16//P-type ATPase, subfamily V//NDUFAF3/Mth938 domain-containing protein//Zinc finger, MYM-type//Insulin-like growth factor binding protein-related protein (IGFBP-rP), MAC25//KI67R//TMEM115/Pdh1/Rbl19//Domain of unknown function DUF3504//Small ribosomal subunit protein bS16 domain superfamily//Paraneoplastic antigen Ma//Protein phosphatase 1 binding domain//Yaf2/RYBP C-terminal binding motif//NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3//S-100//MTH938-like superfamily//RING1 and YY1-binding protein/YY1-associated factor 2//P5A-type ATPase//Paraneoplastic antigen Ma-like, C-terminal domain//Paraneoplastic antigen Ma-like, N-terminal domain",IPR001757//IPR008250//IPR018303//IPR023298//IPR023299//IPR044492//IPR023214//IPR036412//IPR000307//IPR006544//IPR007523//IPR010507//IPR011390//IPR012568//IPR013861//IPR021893//IPR023803//IPR026523//IPR029334//IPR033774//IPR034095//IPR034325//IPR036748//IPR039958//IPR047820//IPR048270//IPR048271,27
77,"Pumilio RNA-binding repeat//GTPase HflX//GTPase HflX, N-terminal//SLAIN motif-containing protein//HflX-type guanine nucleotide-binding (G) domain//Coiled-coil domain-containing protein 168, N-terminal//GTP-binding protein, middle domain//Pumilio homology domain//Pumilio, RNA binding domain//GTPase HflX, N-terminal domain superfamily//Rho-related GTP-binding protein RhoG//HELLS, N-terminal//Mitochondrial carrier protein Mtm1-like",IPR001313//IPR016496//IPR025121//IPR026179//IPR030394//IPR031624//IPR032305//IPR033133//IPR033712//IPR042108//IPR042734//IPR044753//IPR045315,13
78,"Cation-transporting P-type ATPase, N-terminal//Cation-transporting P-type ATPase, C-terminal//P-type ATPase//P-type ATPase, A domain superfamily//P-type ATPase, phosphorylation site//P-type ATPase, transmembrane domain superfamily//P-type ATPase, cytoplasmic domain N//P-type ATPase, haloacid dehalogenase domain//P-type ATPase subfamily IIC, subunit alpha//Hotdog acyl-CoA thioesterase (ACOT)-type domain//HotDog domain superfamily",IPR004014//IPR006068//IPR001757//IPR008250//IPR018303//IPR023298//IPR023299//IPR044492//IPR005775//IPR033120//IPR029069,11
8,Rab-GAP-TBC domain//Ran GTPase//Rab-GAP-TBC domain superfamily,IPR000195//IPR002041//IPR035969,3
80,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit//Multi drug resistance-associated protein,IPR005013//IPR005292,2
81,Chondroitin N-acetylgalactosaminyltransferase//Calcium uptake protein 1/2/3,IPR008428//IPR039800,2
82,"Inositol monophosphatase-like//Inositol monophosphatase, conserved site//Ubiquinol-cytochrome-c reductase complex assembly factor 2//Int12, PHD finger//Complex III assembly factor UQCC2/CBP6",IPR000760//IPR020550//IPR037698//IPR039054//IPR046827,5
83,Ovarian carcinoma immunoreactive antigen domain//Plasminogen receptor (KT)//OCIA domain-containing protein 1/2,IPR009764//IPR019319//IPR040187,3
84,"Ribosome recycling factor//Small GTPase superfamily, SAR1-type//DBP10, C-terminal//NADH dehydrogenase [ubiquinone] (complex I), alpha subcomplex, subunit 6//Ribosome recycling factor domain//DDX54/DBP10 family, DEAD-box helicase domain//RRF superfamily//NDUFA6, LYR domain//Axonemal dynein light chain//Histone-binding protein RBBP4, N-terminal",IPR002661//IPR006687//IPR012541//IPR016488//IPR023584//IPR033517//IPR036191//IPR045299//IPR019347//IPR022052,10
86,"ATP synthase, F0 complex, subunit D, mitochondrial//Acyl-CoA-binding domain-containing protein 5//ATP synthase, F0 complex, subunit D superfamily, mitochondrial//Acyl-CoA-binding protein, ACBP//Acyl-CoA-binding protein, ACBP, conserved site//Acyl-CoA binding protein superfamily//FERM/acyl-CoA-binding protein superfamily",IPR008689//IPR016347//IPR036228//IPR000582//IPR022408//IPR035984//IPR014352,7
87,"Small ribosomal subunit protein eS28//Large ribosomal subunit protein eL24-related//Paraneoplastic encephalomyelitis antigen//Splicing factor ELAV/Hu//NADH:ubiquinone oxidoreductase, iron-sulphur subunit 5//Large ribosomal subunit protein eL24, conserved site//Ribosomal protein eS28 conserved site//HuR, RNA recognition motif 2//Ribosomal protein L24e/L24 superfamily//Arginine-tRNA ligase//DALR anticodon binding//TRASH domain//Arginyl-tRNA synthetase, catalytic core domain//Arginyl tRNA synthetase N-terminal domain superfamily",IPR000289//IPR000988//IPR002343//IPR006548//IPR019342//IPR023442//IPR028626//IPR034996//IPR038630//IPR001278//IPR008909//IPR011017//IPR035684//IPR036695,14
88,"Ribosomal biogenesis, methyltransferase, EMG1/NEP1//SUZ-C domain//tRNA (guanine-N1-)-methyltransferase, N-terminal//Alpha/beta knot methyltransferases",IPR005304//IPR024642//IPR029026//IPR029028,4
89,"Ribosome-binding protein 1//Nuclear mitotic apparatus protein 1, N-terminal hook domain//Nuclear mitotic apparatus protein 1, LGN binding domain//Small ribosomal subunit protein uS9//Ribosome receptor lysine/proline rich//Small ribosomal subunit protein uS9, conserved site",IPR040248//IPR048724//IPR048726//IPR000754//IPR007794//IPR020574,6
9,"Ferrochelatase//Large ribosomal subunit protein eL13//ARID DNA-binding domain//Cytochrome b561/ferric reductase transmembrane//DNA methyltransferase 1-associated 1//Synaptojanin-1/2, RNA recognition motif//Large ribosomal subunit protein eL13, conserved site//Ferrochelatase, active site//SWI/SNF-like complex subunit BAF250/Osa//SWR1-complex protein 4/DNA methyltransferase 1-associated protein 1//AT-rich interactive domain-containing protein 1A, ARID/BRIGHT DNA binding domain//DAMP1, SANT/Myb-like domain//SWI/SNF-like complex subunit BAF250, C-terminal//Ferrochelatase, C-terminal//Ferrochelatase, N-terminal//RNA-binding protein 27, RNA recognition motif//Synaptojanin-2, RNA recognition motif//ARID DNA-binding domain superfamily//Cytochrome b561/Cytochrome b reductase 1-like//SMARCA1, N-terminal//RNA-binding protein 26/27",IPR001015//IPR001380//IPR001606//IPR006593//IPR008468//IPR015047//IPR018256//IPR019772//IPR021906//IPR027109//IPR030094//IPR032563//IPR033388//IPR033644//IPR033659//IPR034451//IPR034973//IPR036431//IPR043205//IPR044755//IPR045137,21
