Interpro ID,group,proteins,p_value,odds_ratio,domain_in_group,total_domain,protein_in_group,total_protein,domain
IPR012492,172,IK,0.0018058690744920992,inf,1,1,4,2215,"Protein RED, C-terminal"
IPR012916,172,IK,0.0018058690744920992,inf,1,1,4,2215,"RED-like, N-terminal"
IPR013279,172,BCL2L1,0.0018058690744920992,inf,1,1,4,2215,"Apoptosis regulator, Bcl-X"
IPR020731,172,BCL2L1,0.0018058690744920992,inf,1,1,4,2215,"Apoptosis regulator, Bcl-2, BH4 motif, conserved site"
IPR039896,172,IK,0.0018058690744920992,inf,1,1,4,2215,Protein Red-like
IPR001917,182,SPTLC2,0.0018058690744920992,inf,1,1,4,2215,"Aminotransferase, class-II, pyridoxal-phosphate binding site"
IPR026756,182,NUSAP1,0.0018058690744920992,inf,1,1,4,2215,Nucleolar and spindle-associated protein 1
IPR000407,179,ENTPD4,0.0018058690744920992,inf,1,1,4,2215,Nucleoside phosphatase GDA1/CD39
IPR007823,179,RRP8,0.0018058690744920992,inf,1,1,4,2215,Ribosomal RNA processing protein 8
IPR012961,179,SKIV2L2,0.0018058690744920992,inf,1,1,4,2215,"ATP-dependent RNA helicase Ski2/MTR4, C-terminal"
IPR016438,179,SKIV2L2,0.0018058690744920992,inf,1,1,4,2215,ATP-dependent RNA helicase SKI2-like
IPR017337,179,ZRANB2,0.0018058690744920992,inf,1,1,4,2215,Zinc finger Ran-binding domain-containing protein 2
IPR025696,179,SKIV2L2,0.0018058690744920992,inf,1,1,4,2215,"Exosome RNA helicase MTR4-like, beta-barrel domain"
IPR042036,179,RRP8,0.0018058690744920992,inf,1,1,4,2215,"Ribosomal RNA-processing protein 8, N-terminal domain"
IPR048392,179,SKIV2L2,0.0018058690744920992,inf,1,1,4,2215,"Exosome RNA helicase MTR4-like, stalk"
IPR000800,221,NOTCH2,0.0018058690744920992,inf,1,1,4,2215,Notch domain
IPR008297,221,NOTCH2,0.0018058690744920992,inf,1,1,4,2215,Notch
IPR010660,221,NOTCH2,0.0018058690744920992,inf,1,1,4,2215,"Notch, NOD domain"
IPR011656,221,NOTCH2,0.0018058690744920992,inf,1,1,4,2215,"Notch, NODP domain"
IPR022023,221,SNRNP70,0.0018058690744920992,inf,1,1,4,2215,U1 small nuclear ribonucleoprotein of 70kDa N-terminal
IPR022336,221,NOTCH2,0.0018058690744920992,inf,1,1,4,2215,Neurogenic locus notch homolog protein 2
IPR024600,221,NOTCH2,0.0018058690744920992,inf,1,1,4,2215,"Notch, C-terminal"
IPR034143,221,SNRNP70,0.0018058690744920992,inf,1,1,4,2215,"snRNP70, RNA recognition motif"
IPR035993,221,NOTCH2,0.0018058690744920992,inf,1,1,4,2215,Notch-like domain superfamily
IPR001757,144,ATP2B1;ATP2C1,0.0018674745930682434,42.15384615384615,2,10,15,2215,P-type ATPase
IPR001757,76,ATP9A;ATP13A1,0.0030120889372702085,32.1764705882353,2,10,19,2215,P-type ATPase
IPR001757,78,ATP1A1,0.009010993044467688,244.88888888888889,1,10,2,2215,P-type ATPase
IPR008250,144,ATP2B1;ATP2C1,0.0018674745930682434,42.15384615384615,2,10,15,2215,"P-type ATPase, A domain superfamily"
IPR008250,76,ATP9A;ATP13A1,0.0030120889372702085,32.1764705882353,2,10,19,2215,"P-type ATPase, A domain superfamily"
IPR008250,78,ATP1A1,0.009010993044467688,244.88888888888889,1,10,2,2215,"P-type ATPase, A domain superfamily"
IPR018303,144,ATP2B1;ATP2C1,0.0018674745930682434,42.15384615384615,2,10,15,2215,"P-type ATPase, phosphorylation site"
IPR018303,76,ATP9A;ATP13A1,0.0030120889372702085,32.1764705882353,2,10,19,2215,"P-type ATPase, phosphorylation site"
IPR018303,78,ATP1A1,0.009010993044467688,244.88888888888889,1,10,2,2215,"P-type ATPase, phosphorylation site"
IPR023298,144,ATP2B1;ATP2C1,0.0018674745930682434,42.15384615384615,2,10,15,2215,"P-type ATPase, transmembrane domain superfamily"
IPR023298,76,ATP9A;ATP13A1,0.0030120889372702085,32.1764705882353,2,10,19,2215,"P-type ATPase, transmembrane domain superfamily"
IPR023298,78,ATP1A1,0.009010993044467688,244.88888888888889,1,10,2,2215,"P-type ATPase, transmembrane domain superfamily"
IPR023299,144,ATP2B1;ATP2C1,0.0018674745930682434,42.15384615384615,2,10,15,2215,"P-type ATPase, cytoplasmic domain N"
IPR023299,76,ATP9A;ATP13A1,0.0030120889372702085,32.1764705882353,2,10,19,2215,"P-type ATPase, cytoplasmic domain N"
IPR023299,78,ATP1A1,0.009010993044467688,244.88888888888889,1,10,2,2215,"P-type ATPase, cytoplasmic domain N"
IPR044492,144,ATP2B1;ATP2C1,0.0018674745930682434,42.15384615384615,2,10,15,2215,"P-type ATPase, haloacid dehalogenase domain"
IPR044492,76,ATP9A;ATP13A1,0.0030120889372702085,32.1764705882353,2,10,19,2215,"P-type ATPase, haloacid dehalogenase domain"
IPR044492,78,ATP1A1,0.009010993044467688,244.88888888888889,1,10,2,2215,"P-type ATPase, haloacid dehalogenase domain"
IPR045864,151,DARS;SARS2,0.0019344664762673267,41.733333333333334,2,9,17,2215,Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
IPR017441,40,AURKB;CDK9,0.0020833224453910767,43.68,2,27,6,2215,"Protein kinase, ATP binding site"
IPR021905,154,USP9X,0.002257336343115124,inf,1,1,5,2215,"Ubiquitin C-terminal hydrolase-like, DUF3517"
IPR002499,173,MVP,0.002257336343115124,inf,1,1,5,2215,"Major vault protein, N-terminal"
IPR013694,173,PARP4,0.002257336343115124,inf,1,1,5,2215,VIT domain
IPR021870,173,MVP,0.002257336343115124,inf,1,1,5,2215,"Major vault protein, shoulder domain"
IPR031273,173,PARP4,0.002257336343115124,inf,1,1,5,2215,Protein mono-ADP-ribosyltransferase PARP4
IPR033741,173,SQSTM1,0.002257336343115124,inf,1,1,5,2215,"Sequestosome-1, UBA domain"
IPR034866,173,SQSTM1,0.002257336343115124,inf,1,1,5,2215,"Sequestosome-1, PB1 domain"
IPR038043,173,SMARCD3,0.002257336343115124,inf,1,1,5,2215,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D 3, SWIB domain"
IPR039059,173,MVP,0.002257336343115124,inf,1,1,5,2215,Major vault protein
IPR040989,173,MVP,0.002257336343115124,inf,1,1,5,2215,Major vault protein repeat domain 3
IPR041134,173,MVP,0.002257336343115124,inf,1,1,5,2215,Major vault protein repeat domain 2
IPR041136,173,MVP,0.002257336343115124,inf,1,1,5,2215,Major vault protein repeat domain 4
IPR041139,173,MVP,0.002257336343115124,inf,1,1,5,2215,Major vault protein repeat domain
IPR043023,173,MVP,0.002257336343115124,inf,1,1,5,2215,Major vault protein repeat domain superfamily
IPR043179,173,MVP,0.002257336343115124,inf,1,1,5,2215,Major vault protein repeat domain 2 superfamily
IPR000439,170,RPL15,0.002257336343115124,inf,1,1,5,2215,Large ribosomal subunit protein eL15
IPR020925,170,RPL15,0.002257336343115124,inf,1,1,5,2215,"Large ribosomal subunit protein eL15, conserved site"
IPR024794,170,RPL15,0.002257336343115124,inf,1,1,5,2215,Large ribosomal subunit protein eL15 core domain superfamily
IPR027027,170,VTI1A,0.002257336343115124,inf,1,1,5,2215,GOSR2/Membrin/Bos1
IPR000003,223,RXRB,0.002257336343115124,inf,1,1,5,2215,Retinoid X receptor/HNF4
IPR021718,223,CPSF3,0.002257336343115124,inf,1,1,5,2215,Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
IPR025232,215,CCDC80,0.002257336343115124,inf,1,1,5,2215,Domain of unknown function DUF4174
IPR025750,174,DPF2,0.002257336343115124,inf,1,1,5,2215,"DPF1-3, N-terminal domain"
IPR004358,106,BCKDK,0.002257336343115124,inf,1,1,5,2215,"Signal transduction histidine kinase-related protein, C-terminal"
IPR005467,106,BCKDK,0.002257336343115124,inf,1,1,5,2215,Histidine kinase domain
IPR015672,106,GPR89B,0.002257336343115124,inf,1,1,5,2215,The Golgi pH regulator/GPCR-type G protein
IPR018955,106,BCKDK,0.002257336343115124,inf,1,1,5,2215,"Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal"
IPR022535,106,GPR89B,0.002257336343115124,inf,1,1,5,2215,"Golgi pH regulator, conserved domain"
IPR025969,106,GPR89B,0.002257336343115124,inf,1,1,5,2215,Abscisic acid G-protein coupled receptor-like domain
IPR033443,106,LRPPRC,0.002257336343115124,inf,1,1,5,2215,Pentacotripeptide-repeat region of PRORP
IPR033490,106,LRPPRC,0.002257336343115124,inf,1,1,5,2215,Leucine-rich PPR motif-containing protein
IPR034607,106,CCDC127,0.002257336343115124,inf,1,1,5,2215,Coiled-coil domain-containing protein 127
IPR036784,106,BCKDK,0.002257336343115124,inf,1,1,5,2215,"Alpha-ketoacid/pyruvate dehydrogenase kinase, N-terminal domain superfamily"
IPR039028,106,BCKDK,0.002257336343115124,inf,1,1,5,2215,PDK/BCKDK protein kinase
IPR002129,94,SGPL1,0.002257336343115124,inf,1,1,5,2215,Pyridoxal phosphate-dependent decarboxylase
IPR003173,94,SUB1,0.002257336343115124,inf,1,1,5,2215,"Transcriptional coactivator p15 (PC4), C-terminal"
IPR009044,94,SUB1,0.002257336343115124,inf,1,1,5,2215,ssDNA-binding transcriptional regulator
IPR041840,94,RAP2C,0.002257336343115124,inf,1,1,5,2215,Ras-related protein Rap2
IPR045125,94,SUB1,0.002257336343115124,inf,1,1,5,2215,RNA polymerase II transcriptional coactivator Sub1/Tcp4-like
IPR001164,165,AGFG1,0.002257336343115124,inf,1,1,5,2215,Arf GTPase activating protein
IPR003106,165,GOLGB1,0.002257336343115124,inf,1,1,5,2215,"Leucine zipper, homeobox-associated"
IPR004853,165,SLC35E1,0.002257336343115124,inf,1,1,5,2215,Sugar phosphate transporter domain
IPR007783,165,EIF3D,0.002257336343115124,inf,1,1,5,2215,Eukaryotic translation initiation factor 3 subunit D
IPR026202,165,GOLGB1,0.002257336343115124,inf,1,1,5,2215,Golgin subfamily B member 1
IPR037278,165,AGFG1,0.002257336343115124,inf,1,1,5,2215,ARFGAP/RecO-like zinc finger
IPR038508,165,AGFG1,0.002257336343115124,inf,1,1,5,2215,ArfGAP domain superfamily
IPR002092,163,POLRMT,0.002257336343115124,inf,1,1,5,2215,"DNA-directed RNA polymerase, phage-type"
IPR019192,163,MRPL40,0.002257336343115124,inf,1,1,5,2215,Large ribosomal subunit protein mL40
IPR029262,163,POLRMT,0.002257336343115124,inf,1,1,5,2215,"DNA-directed RNA polymerase, N-terminal"
IPR037159,163,POLRMT,0.002257336343115124,inf,1,1,5,2215,"DNA-directed RNA polymerase, N-terminal domain superfamily"
IPR039145,163,MRPL40,0.002257336343115124,inf,1,1,5,2215,"Large ribosomal subunit protein mL40, metazoa/plants"
IPR043502,163,POLRMT,0.002257336343115124,inf,1,1,5,2215,DNA/RNA polymerase superfamily
IPR045243,163,CSTF3,0.002257336343115124,inf,1,1,5,2215,mRNA 3'-end-processing protein Rna14-like
IPR046950,163,POLRMT,0.002257336343115124,inf,1,1,5,2215,"DNA-directed RNA polymerase, C-terminal domain, phage-type"
IPR002454,167,TUBG1,0.002257336343115124,inf,1,1,5,2215,Gamma tubulin
IPR016251,167,JAK1,0.002257336343115124,inf,1,1,5,2215,"Tyrosine-protein kinase, non-receptor Jak/Tyk2"
IPR020776,167,JAK1,0.002257336343115124,inf,1,1,5,2215,"Tyrosine-protein kinase, non-receptor Jak1"
IPR041046,167,JAK1,0.002257336343115124,inf,1,1,5,2215,"JAK, FERM F2 lobe domain"
IPR041155,167,JAK1,0.002257336343115124,inf,1,1,5,2215,FERM F1 lobe ubiquitin-like domain
IPR041381,167,JAK1,0.002257336343115124,inf,1,1,5,2215,"JAK1-3/TYK2, pleckstrin homology-like domain"
IPR004133,214,GREM1,0.002257336343115124,inf,1,1,5,2215,DAN
IPR009947,214,NDUFA7,0.002257336343115124,inf,1,1,5,2215,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7
IPR017159,214,GREM1,0.002257336343115124,inf,1,1,5,2215,Gremlin-1/2
IPR017878,214,FBN1,0.002257336343115124,inf,1,1,5,2215,TB domain
IPR024731,214,FBN1,0.002257336343115124,inf,1,1,5,2215,EGF domain
IPR029034,214,GREM1,0.002257336343115124,inf,1,1,5,2215,Cystine-knot cytokine
IPR036773,214,FBN1,0.002257336343115124,inf,1,1,5,2215,TGF-beta binding (TB) domain superfamily
IPR040872,214,FBN1,0.002257336343115124,inf,1,1,5,2215,"Fibrillin 1, unique N-terminal domain"
IPR049388,214,FBN1,0.002257336343115124,inf,1,1,5,2215,"Fibrillin, first EGF domain"
IPR017937,210,P4HB;TMX4,0.0024071741744872695,36.5,2,10,17,2215,"Thioredoxin, conserved site"
IPR014720,205,STAU2;EIF2AK2,0.0024220481844718163,36.78991596638655,2,9,19,2215,Double-stranded RNA-binding domain
IPR001050,233,SDC1,0.0027075801232052947,1105.5,1,3,2,2215,Syndecan
IPR027789,233,SDC1,0.0027075801232052947,1105.5,1,3,2,2215,Syndecan/Neurexin domain
IPR030479,233,SDC1,0.0027075801232052947,1105.5,1,3,2,2215,"Syndecan, conserved site"
IPR006628,239,PURA,0.0027075801232052947,1105.5,1,3,2,2215,Purine-rich element binding protein family
IPR007015,5,MYBBP1A,0.0027075801232052947,1105.5,1,3,2,2215,DNA polymerase V/Myb-binding protein 1A
IPR000915,150,RPL6,0.0027075801232052947,1105.5,1,3,2,2215,Large ribosomal subunit protein eL6
IPR005568,150,RPL6,0.0027075801232052947,1105.5,1,3,2,2215,"Large ribosomal subunit protein uL6, N-terminal"
IPR041997,150,RPL6,0.0027075801232052947,1105.5,1,3,2,2215,"Large ribosomal subunit protein eL6, KOW domain"
IPR049633,150,RPL6,0.0027075801232052947,1105.5,1,3,2,2215,"Large ribosomal subunit protein eL6, conserved site"
IPR010226,51,NDUFS8,0.0027075801232052947,1105.5,1,2,3,2215,"NADH-quinone oxidoreductase, chain I"
IPR010226,19,NDUFS8,0.009909849286604228,220.3,1,2,11,2215,"NADH-quinone oxidoreductase, chain I"
IPR032412,51,MYO6,0.0027075801232052947,1105.5,1,2,3,2215,"Myosin VI, cargo binding domain"
IPR036114,51,MYO6,0.0027075801232052947,1105.5,1,2,3,2215,"Class VI myosin, motor domain"
IPR049016,51,MYO6,0.0027075801232052947,1105.5,1,2,3,2215,"Myosin VI, lever arm"
IPR034544,237,SYNCRIP,0.0027075801232052947,1105.5,1,3,2,2215,"Heterogeneous nuclear ribonucleoprotein Q, RNA recognition motif 1"
IPR034548,237,SYNCRIP,0.0027075801232052947,1105.5,1,3,2,2215,"Heterogeneous nuclear ribonucleoprotein Q, RNA recognition motif 2"
IPR020717,230,BAX,0.0027075801232052947,1105.5,1,2,3,2215,"Apoptosis regulator, Bcl-2, BH1 motif, conserved site"
IPR020717,172,BCL2L1,0.0036092911719184913,736.6666666666666,1,2,4,2215,"Apoptosis regulator, Bcl-2, BH1 motif, conserved site"
IPR020726,230,BAX,0.0027075801232052947,1105.5,1,2,3,2215,"Apoptosis regulator, Bcl-2, BH2 motif, conserved site"
IPR020726,172,BCL2L1,0.0036092911719184913,736.6666666666666,1,2,4,2215,"Apoptosis regulator, Bcl-2, BH2 motif, conserved site"
IPR020728,230,BAX,0.0027075801232052947,1105.5,1,2,3,2215,"Apoptosis regulator, Bcl-2, BH3 motif, conserved site"
IPR020728,172,BCL2L1,0.0036092911719184913,736.6666666666666,1,2,4,2215,"Apoptosis regulator, Bcl-2, BH3 motif, conserved site"
IPR026298,230,BAX,0.0027075801232052947,1105.5,1,2,3,2215,Bcl-2 family
IPR026298,172,BCL2L1,0.0036092911719184913,736.6666666666666,1,2,4,2215,Bcl-2 family
IPR004434,28,IDH3A,0.0027075801232052947,1105.5,1,2,3,2215,Isocitrate dehydrogenase NAD-dependent
IPR010472,28,FMNL2,0.0027075801232052947,1105.5,1,2,3,2215,"Formin, FH3 domain"
IPR010473,28,FMNL2,0.0027075801232052947,1105.5,1,2,3,2215,"Formin, GTPase-binding domain"
IPR014768,28,FMNL2,0.0027075801232052947,1105.5,1,2,3,2215,Rho GTPase-binding/formin homology 3 (GBD/FH3) domain
IPR015425,28,FMNL2,0.0027075801232052947,1105.5,1,2,3,2215,"Formin, FH2 domain"
IPR042201,28,FMNL2,0.0027075801232052947,1105.5,1,2,3,2215,"Formin, FH2 domain superfamily"
IPR002076,53,ELOVL5,0.0027075801232052947,1105.5,1,2,3,2215,ELO family
IPR009637,53,GPR107,0.0027075801232052947,1105.5,1,2,3,2215,Transmembrane protein GPR107/GPR108-like
IPR008211,38,LAMC1,0.0027075801232052947,1105.5,1,2,3,2215,"Laminin, N-terminal"
IPR021841,38,VAC14,0.0027075801232052947,1105.5,1,2,3,2215,"Vacuolar protein 14, C-terminal Fig4-binding domain"
IPR026825,38,VAC14,0.0027075801232052947,1105.5,1,2,3,2215,Vacuole morphology and inheritance protein 14
IPR002023,229,NDUFV2,0.0027075801232052947,1105.5,1,2,3,2215,NADH-quinone oxidoreductase subunit E-like
IPR041921,229,NDUFV2,0.0027075801232052947,1105.5,1,2,3,2215,"NADH-quinone oxidoreductase subunit E, N-terminal"
IPR042128,229,NDUFV2,0.0027075801232052947,1105.5,1,2,3,2215,NuoE domain
IPR001695,191,LOX,0.0027075801232052947,1105.5,1,2,3,2215,Lysyl oxidase
IPR006539,191,ATP9B,0.0027075801232052947,1105.5,1,2,3,2215,"P-type ATPase, subfamily IV"
IPR019828,191,LOX,0.0027075801232052947,1105.5,1,2,3,2215,"Lysyl oxidase, conserved site"
IPR031814,191,ALG11,0.0027075801232052947,1105.5,1,2,3,2215,"ALG11 mannosyltransferase, N-terminal"
IPR032630,191,ATP9B,0.0027075801232052947,1105.5,1,2,3,2215,"P-type ATPase, C-terminal"
IPR032631,191,ATP9B,0.0027075801232052947,1105.5,1,2,3,2215,"P-type ATPase, N-terminal"
IPR038013,191,ALG11,0.0027075801232052947,1105.5,1,2,3,2215,ALG11 mannosyltransferase
IPR006821,203,VIM,0.0027075801232052947,1105.5,1,3,2,2215,"Intermediate filament head, DNA-binding domain"
IPR037363,217,SEH1L,0.0027075801232052947,1105.5,1,2,3,2215,Sec13/Seh1 family
IPR002167,72,SLC25A42,0.0027075801232052947,1105.5,1,3,2,2215,Solute carrier family 25 member 16-like
IPR002167,56,SLC25A24,0.009455138732141516,183.83333333333334,1,3,7,2215,Solute carrier family 25 member 16-like
IPR008491,227,CDK5RAP3,0.0027075801232052947,1105.5,1,3,2,2215,CDK5 regulatory subunit-associated protein 3
IPR031595,227,KIAA0391,0.0027075801232052947,1105.5,1,3,2,2215,"Protein-only RNase P, C-terminal"
IPR033495,227,KIAA0391,0.0027075801232052947,1105.5,1,3,2,2215,"Mitochondrial ribonuclease P catalytic subunit, PIN domain"
IPR005517,74,EEF2,0.0027075801232052947,1105.5,1,3,2,2215,"Translation elongation factor EFG/EF2, domain IV"
IPR041095,74,EEF2,0.0027075801232052947,1105.5,1,3,2,2215,"Elongation Factor G, domain II"
IPR011008,198,NIPSNAP1,0.0027075801232052947,1105.5,1,3,2,2215,Dimeric alpha-beta barrel
IPR012577,198,NIPSNAP1,0.0027075801232052947,1105.5,1,3,2,2215,NIPSNAP
IPR000961,195,PRKCA,0.0027075801232052947,1105.5,1,2,3,2215,"AGC-kinase, C-terminal"
IPR000961,186,PRKCA,0.008111728972820203,275.625,1,2,9,2215,"AGC-kinase, C-terminal"
IPR004168,195,TTN,0.0027075801232052947,1105.5,1,2,3,2215,PPAK motif
IPR014375,195,PRKCA,0.0027075801232052947,1105.5,1,2,3,2215,"Protein kinase C, alpha/beta/gamma types"
IPR014375,186,PRKCA,0.008111728972820203,275.625,1,2,9,2215,"Protein kinase C, alpha/beta/gamma types"
IPR015129,195,TTN,0.0027075801232052947,1105.5,1,2,3,2215,"Titin, Z repeat"
IPR017892,195,PRKCA,0.0027075801232052947,1105.5,1,2,3,2215,"Protein kinase, C-terminal"
IPR017892,186,PRKCA,0.008111728972820203,275.625,1,2,9,2215,"Protein kinase, C-terminal"
IPR020454,195,PRKCA,0.0027075801232052947,1105.5,1,2,3,2215,Diacylglycerol/phorbol-ester binding
IPR020454,186,PRKCA,0.008111728972820203,275.625,1,2,9,2215,Diacylglycerol/phorbol-ester binding
IPR033867,195,MRTO4,0.0027075801232052947,1105.5,1,2,3,2215,Ribosome assembly factor Mrt4
IPR033867,214,MRTO4,0.004510594391120736,552.25,1,2,5,2215,Ribosome assembly factor Mrt4
IPR034663,195,PRKCA,0.0027075801232052947,1105.5,1,2,3,2215,"Classical Protein Kinase C alpha, catalytic domain"
IPR034663,186,PRKCA,0.008111728972820203,275.625,1,2,9,2215,"Classical Protein Kinase C alpha, catalytic domain"
IPR040849,195,TTN,0.0027075801232052947,1105.5,1,2,3,2215,"MyBP-C, tri-helix bundle domain"
IPR005775,78,ATP1A1,0.0027075801232052947,1105.5,1,3,2,2215,"P-type ATPase subfamily IIC, subunit alpha"
IPR033120,78,ACOT9,0.0027075801232052947,1105.5,1,3,2,2215,Hotdog acyl-CoA thioesterase (ACOT)-type domain
IPR005013,80,DDOST,0.0027075801232052947,1105.5,1,3,2,2215,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit
IPR008689,86,ATP5H,0.0027075801232052947,1105.5,1,3,2,2215,"ATP synthase, F0 complex, subunit D, mitochondrial"
IPR016347,86,ACBD5,0.0027075801232052947,1105.5,1,3,2,2215,Acyl-CoA-binding domain-containing protein 5
IPR036228,86,ATP5H,0.0027075801232052947,1105.5,1,3,2,2215,"ATP synthase, F0 complex, subunit D superfamily, mitochondrial"
IPR001033,115,CTNNA2,0.0027075801232052947,1105.5,1,2,3,2215,Alpha-catenin
IPR032095,126,AASS,0.0027075801232052947,1105.5,1,3,2,2215,"Saccharopine dehydrogenase-like, C-terminal"
IPR002389,199,ANXA2,0.0027075801232052947,1105.5,1,3,2,2215,Annexin A2
IPR040352,152,TMUB1,0.0027075801232052947,1105.5,1,3,2,2215,Transmembrane and ubiquitin-like domain-containing protein 1/2
IPR004552,168,AGPAT2,0.0027075801232052947,1105.5,1,2,3,2215,1-acyl-sn-glycerol-3-phosphate acyltransferase
IPR026314,168,YLPM1,0.0027075801232052947,1105.5,1,2,3,2215,YLP motif-containing protein 1
IPR026314,182,YLPM1,0.0036092911719184913,736.6666666666666,1,2,4,2215,YLP motif-containing protein 1
IPR000432,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,"DNA mismatch repair protein MutS, C-terminal"
IPR007273,169,SCAMP2,0.0027075801232052947,1105.5,1,2,3,2215,SCAMP
IPR007695,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,"DNA mismatch repair protein MutS-like, N-terminal"
IPR007696,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,"DNA mismatch repair protein MutS, core"
IPR007860,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,"DNA mismatch repair protein MutS, connector domain"
IPR007861,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,"DNA mismatch repair protein MutS, clamp"
IPR016151,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,"DNA mismatch repair protein MutS, N-terminal"
IPR036187,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,"DNA mismatch repair protein MutS, core domain superfamily"
IPR036678,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,"MutS, connector domain superfamily"
IPR045076,169,MSH6,0.0027075801232052947,1105.5,1,2,3,2215,DNA mismatch repair MutS family
IPR041591,194,RBM5,0.0027075801232052947,1105.5,1,2,3,2215,OCRE domain
IPR026139,219,CASC4,0.0027075801232052947,1105.5,1,2,3,2215,GOLM1/CASC4 family
IPR032764,224,KIAA1671,0.0027075801232052947,1105.5,1,2,3,2215,"Tankyrase 1-binding protein, C-terminal"
IPR037660,224,CCDC51,0.0027075801232052947,1105.5,1,2,3,2215,Coiled-coil domain-containing protein 51
